genome_id	genome_name	patric_id	refseq_locus_tag	gene	product	ec_number	ec_description	pathway_id	pathway_name
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.33	CFI14_00235		Homocysteine S-methyltransferase (EC 2.1.1.10)	2.1.1.10	Homocysteine S-methyltransferase	00270	Cysteine and methionine metabolism
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.36	CFI14_00250		S-adenosylmethionine synthetase (EC 2.5.1.6)	2.5.1.6	Methionine adenosyltransferase	00270	Cysteine and methionine metabolism
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.50	CFI14_00310		Leucyl-tRNA synthetase (EC 6.1.1.4)	6.1.1.4	Leucine--tRNA ligase	00970	Aminoacyl-tRNA biosynthesis
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.61	CFI14_00365		Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46)	3.1.4.46	Glycerophosphodiester phosphodiesterase	00564	Glycerophospholipid metabolism
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.62	CFI14_00370		Deoxyadenosine kinase (EC 2.7.1.76) @ Deoxyguanosine kinase (EC 2.7.1.113)	2.7.1.113	Deoxyguanosine kinase	00230	Purine metabolism
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.62	CFI14_00370		Deoxyadenosine kinase (EC 2.7.1.76) @ Deoxyguanosine kinase (EC 2.7.1.113)	2.7.1.76	Deoxyadenosine kinase	00230	Purine metabolism
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.90	CFI14_00510		5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20) / Homolog of homocysteine-binding domain	1.5.1.20	Methylenetetrahydrofolate reductase (NAD(P)H)	00670	One carbon pool by folate
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.90	CFI14_00510		5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20) / Homolog of homocysteine-binding domain	1.5.1.20	Methylenetetrahydrofolate reductase (NAD(P)H)	00720	Reductive carboxylate cycle (CO2 fixation)
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.91	CFI14_00515		5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14)	2.1.1.14	5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase	00270	Cysteine and methionine metabolism
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.91	CFI14_00515		5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14)	2.1.1.14	5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase	00450	Selenoamino acid metabolism
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.94	CFI14_00525	sat	Sulfate adenylyltransferase (EC 2.7.7.4)	2.7.7.4	Sulfate adenylyltransferase	00230	Purine metabolism
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.94	CFI14_00525	sat	Sulfate adenylyltransferase (EC 2.7.7.4)	2.7.7.4	Sulfate adenylyltransferase	00450	Selenoamino acid metabolism
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.94	CFI14_00525	sat	Sulfate adenylyltransferase (EC 2.7.7.4)	2.7.7.4	Sulfate adenylyltransferase	00920	Sulfur metabolism
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.95	CFI14_00530	cysC	Adenylylsulfate kinase (EC 2.7.1.25)	2.7.1.25	Adenylyl-sulfate kinase	00230	Purine metabolism
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.95	CFI14_00530	cysC	Adenylylsulfate kinase (EC 2.7.1.25)	2.7.1.25	Adenylyl-sulfate kinase	00920	Sulfur metabolism
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.103	CFI14_00575		Arginyl-tRNA synthetase (EC 6.1.1.19)	6.1.1.19	Arginine--tRNA ligase	00970	Aminoacyl-tRNA biosynthesis
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.108	CFI14_00600		D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4)	3.4.16.4	Serine-type D-Ala-D-Ala carboxypeptidase	00550	Peptidoglycan biosynthesis
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.109	CFI14_00605	dltC	D-alanine--poly(phosphoribitol) ligase ACP subunit (EC 6.1.1.13)	6.1.1.13	D-alanine--poly(phosphoribitol) ligase	00473	D-Alanine metabolism
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.110	CFI14_00610		Transcriptional regulator, GntR family domain / Aspartate aminotransferase (EC 2.6.1.1)	2.6.1.1	Aspartate transaminase	00250	Alanine, aspartate and glutamate metabolism
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.110	CFI14_00610		Transcriptional regulator, GntR family domain / Aspartate aminotransferase (EC 2.6.1.1)	2.6.1.1	Aspartate transaminase	00270	Cysteine and methionine metabolism
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.110	CFI14_00610		Transcriptional regulator, GntR family domain / Aspartate aminotransferase (EC 2.6.1.1)	2.6.1.1	Aspartate transaminase	00330	Arginine and proline metabolism
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.110	CFI14_00610		Transcriptional regulator, GntR family domain / Aspartate aminotransferase (EC 2.6.1.1)	2.6.1.1	Aspartate transaminase	00350	Tyrosine metabolism
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.110	CFI14_00610		Transcriptional regulator, GntR family domain / Aspartate aminotransferase (EC 2.6.1.1)	2.6.1.1	Aspartate transaminase	00360	Phenylalanine metabolism
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.110	CFI14_00610		Transcriptional regulator, GntR family domain / Aspartate aminotransferase (EC 2.6.1.1)	2.6.1.1	Aspartate transaminase	00400	Phenylalanine, tyrosine and tryptophan biosynthesis
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.110	CFI14_00610		Transcriptional regulator, GntR family domain / Aspartate aminotransferase (EC 2.6.1.1)	2.6.1.1	Aspartate transaminase	00401	Novobiocin biosynthesis
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.110	CFI14_00610		Transcriptional regulator, GntR family domain / Aspartate aminotransferase (EC 2.6.1.1)	2.6.1.1	Aspartate transaminase	00710	Carbon fixation in photosynthetic organisms
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.110	CFI14_00610		Transcriptional regulator, GntR family domain / Aspartate aminotransferase (EC 2.6.1.1)	2.6.1.1	Aspartate transaminase	00950	Isoquinoline alkaloid biosynthesis
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.110	CFI14_00610		Transcriptional regulator, GntR family domain / Aspartate aminotransferase (EC 2.6.1.1)	2.6.1.1	Aspartate transaminase	00960	Tropane, piperidine and pyridine alkaloid biosynthesis
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.112	CFI14_00620		Aspartate aminotransferase (EC 2.6.1.1)	2.6.1.1	Aspartate transaminase	00250	Alanine, aspartate and glutamate metabolism
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.112	CFI14_00620		Aspartate aminotransferase (EC 2.6.1.1)	2.6.1.1	Aspartate transaminase	00270	Cysteine and methionine metabolism
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.112	CFI14_00620		Aspartate aminotransferase (EC 2.6.1.1)	2.6.1.1	Aspartate transaminase	00330	Arginine and proline metabolism
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.112	CFI14_00620		Aspartate aminotransferase (EC 2.6.1.1)	2.6.1.1	Aspartate transaminase	00350	Tyrosine metabolism
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.112	CFI14_00620		Aspartate aminotransferase (EC 2.6.1.1)	2.6.1.1	Aspartate transaminase	00360	Phenylalanine metabolism
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.112	CFI14_00620		Aspartate aminotransferase (EC 2.6.1.1)	2.6.1.1	Aspartate transaminase	00400	Phenylalanine, tyrosine and tryptophan biosynthesis
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.112	CFI14_00620		Aspartate aminotransferase (EC 2.6.1.1)	2.6.1.1	Aspartate transaminase	00401	Novobiocin biosynthesis
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.112	CFI14_00620		Aspartate aminotransferase (EC 2.6.1.1)	2.6.1.1	Aspartate transaminase	00710	Carbon fixation in photosynthetic organisms
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.112	CFI14_00620		Aspartate aminotransferase (EC 2.6.1.1)	2.6.1.1	Aspartate transaminase	00950	Isoquinoline alkaloid biosynthesis
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.112	CFI14_00620		Aspartate aminotransferase (EC 2.6.1.1)	2.6.1.1	Aspartate transaminase	00960	Tropane, piperidine and pyridine alkaloid biosynthesis
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.116	CFI14_00635		Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) (EC 3.4.-.-)	2.4.1.129	Peptidoglycan glycosyltransferase	00550	Peptidoglycan biosynthesis
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.116	CFI14_00635		Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) (EC 3.4.-.-)	3.4.-.-	Acting on peptide bonds (peptide hydrolases)	00310	Lysine degradation
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.116	CFI14_00635		Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) (EC 3.4.-.-)	3.4.-.-	Acting on peptide bonds (peptide hydrolases)	00550	Peptidoglycan biosynthesis
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.116	CFI14_00635		Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) (EC 3.4.-.-)	3.4.-.-	Acting on peptide bonds (peptide hydrolases)	00780	Biotin metabolism
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.134	CFI14_00720	ribD	Diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26) / 5-amino-6-(5-phosphoribosylamino)uracil reductase (EC 1.1.1.193)	1.1.1.193	5-amino-6-(5-phosphoribosylamino)uracil reductase	00740	Riboflavin metabolism
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.134	CFI14_00720	ribD	Diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26) / 5-amino-6-(5-phosphoribosylamino)uracil reductase (EC 1.1.1.193)	3.5.4.26	Diaminohydroxyphosphoribosylaminopyrimidine deaminase	00740	Riboflavin metabolism
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.135	CFI14_00725		Riboflavin synthase eubacterial/eukaryotic (EC 2.5.1.9)	2.5.1.9	Riboflavin synthase	00740	Riboflavin metabolism
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.136	CFI14_00730	ribA	3,4-dihydroxy-2-butanone 4-phosphate synthase (EC 4.1.99.12) / GTP cyclohydrolase II (EC 3.5.4.25)	3.5.4.25	GTP cyclohydrolase II	00740	Riboflavin metabolism
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.136	CFI14_00730	ribA	3,4-dihydroxy-2-butanone 4-phosphate synthase (EC 4.1.99.12) / GTP cyclohydrolase II (EC 3.5.4.25)	4.1.99.12	3,4-dihydroxy-2-butanone-4-phosphate synthase	00740	Riboflavin metabolism
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.137	CFI14_00735		6,7-dimethyl-8-ribityllumazine synthase (EC 2.5.1.78)	2.5.1.78	6,7-dimethyl-8-ribityllumazine synthase	00740	Riboflavin metabolism
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.140	CFI14_00750		Cellulose synthase catalytic subunit [UDP-forming] (EC 2.4.1.12)	2.4.1.12	Cellulose synthase (UDP-forming)	00500	Starch and sucrose metabolism
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.146	CFI14_00775	menC	O-succinylbenzoate synthase (EC 4.2.1.113)	4.2.1.113	o-succinylbenzoate synthase	00130	Ubiquinone and other terpenoid-quinone biosynthesis
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.174	CFI14_00910		UDP-N-acetylmuramate--L-alanine ligase (EC 6.3.2.8)	6.3.2.8	UDP-N-acetylmuramate--L-alanine ligase	00471	D-Glutamine and D-glutamate metabolism
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.174	CFI14_00910		UDP-N-acetylmuramate--L-alanine ligase (EC 6.3.2.8)	6.3.2.8	UDP-N-acetylmuramate--L-alanine ligase	00550	Peptidoglycan biosynthesis
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.180	CFI14_00940		Cysteine desulfurase (EC 2.8.1.7) => SufS	2.8.1.7	Cysteine desulfurase	00730	Thiamine metabolism
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.211	CFI14_01080		Respiratory nitrate reductase alpha chain (EC 1.7.99.4)	1.7.99.4	Nitrate reductase	00910	Nitrogen metabolism
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.212	CFI14_01085	narH	Respiratory nitrate reductase beta chain (EC 1.7.99.4)	1.7.99.4	Nitrate reductase	00910	Nitrogen metabolism
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.213	CFI14_01090	narJ	Respiratory nitrate reductase delta chain (EC 1.7.99.4)	1.7.99.4	Nitrate reductase	00910	Nitrogen metabolism
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.214	CFI14_01095	narI	Respiratory nitrate reductase gamma chain (EC 1.7.99.4)	1.7.99.4	Nitrate reductase	00910	Nitrogen metabolism
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.222	CFI14_01130	polA	DNA polymerase I (EC 2.7.7.7)	2.7.7.7	DNA-directed DNA polymerase	00230	Purine metabolism
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.222	CFI14_01130	polA	DNA polymerase I (EC 2.7.7.7)	2.7.7.7	DNA-directed DNA polymerase	00240	Pyrimidine metabolism
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.224	CFI14_01140		Dephospho-CoA kinase (EC 2.7.1.24)	2.7.1.24	Dephospho-CoA kinase	00770	Pantothenate and CoA biosynthesis
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.228	CFI14_01160	thrS	Threonyl-tRNA synthetase (EC 6.1.1.3)	6.1.1.3	Threonine--tRNA ligase	00970	Aminoacyl-tRNA biosynthesis
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.233	CFI14_01185		Aspartate racemase (EC 5.1.1.13)	5.1.1.13	Aspartate racemase	00250	Alanine, aspartate and glutamate metabolism
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.247	CFI14_01250		Nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18)	2.7.7.18	Nicotinate-nucleotide adenylyltransferase	00760	Nicotinate and nicotinamide metabolism
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.250	CFI14_01265		FIG145533: Methyltransferase (EC 2.1.1.-)	2.1.1.-	Methyltransferases	00130	Ubiquinone and other terpenoid-quinone biosynthesis
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.250	CFI14_01265		FIG145533: Methyltransferase (EC 2.1.1.-)	2.1.1.-	Methyltransferases	00253	Tetracycline biosynthesis
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.250	CFI14_01265		FIG145533: Methyltransferase (EC 2.1.1.-)	2.1.1.-	Methyltransferases	00340	Histidine metabolism
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.250	CFI14_01265		FIG145533: Methyltransferase (EC 2.1.1.-)	2.1.1.-	Methyltransferases	00350	Tyrosine metabolism
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.250	CFI14_01265		FIG145533: Methyltransferase (EC 2.1.1.-)	2.1.1.-	Methyltransferases	00360	Phenylalanine metabolism
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.250	CFI14_01265		FIG145533: Methyltransferase (EC 2.1.1.-)	2.1.1.-	Methyltransferases	00380	Tryptophan metabolism
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.250	CFI14_01265		FIG145533: Methyltransferase (EC 2.1.1.-)	2.1.1.-	Methyltransferases	00450	Selenoamino acid metabolism
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.250	CFI14_01265		FIG145533: Methyltransferase (EC 2.1.1.-)	2.1.1.-	Methyltransferases	00522	Biosynthesis of 12-, 14- and 16-membered macrolides
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.250	CFI14_01265		FIG145533: Methyltransferase (EC 2.1.1.-)	2.1.1.-	Methyltransferases	00624	1- and 2-Methylnaphthalene degradation
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.250	CFI14_01265		FIG145533: Methyltransferase (EC 2.1.1.-)	2.1.1.-	Methyltransferases	00627	1,4-Dichlorobenzene degradation
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.250	CFI14_01265		FIG145533: Methyltransferase (EC 2.1.1.-)	2.1.1.-	Methyltransferases	00860	Porphyrin and chlorophyll metabolism
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.250	CFI14_01265		FIG145533: Methyltransferase (EC 2.1.1.-)	2.1.1.-	Methyltransferases	00940	Phenylpropanoid biosynthesis
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.250	CFI14_01265		FIG145533: Methyltransferase (EC 2.1.1.-)	2.1.1.-	Methyltransferases	00941	Flavonoid biosynthesis
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.250	CFI14_01265		FIG145533: Methyltransferase (EC 2.1.1.-)	2.1.1.-	Methyltransferases	00942	Anthocyanin biosynthesis
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.250	CFI14_01265		FIG145533: Methyltransferase (EC 2.1.1.-)	2.1.1.-	Methyltransferases	00945	Stilbenoid, diarylheptanoid and gingerol biosynthesis
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.250	CFI14_01265		FIG145533: Methyltransferase (EC 2.1.1.-)	2.1.1.-	Methyltransferases	00950	Isoquinoline alkaloid biosynthesis
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.250	CFI14_01265		FIG145533: Methyltransferase (EC 2.1.1.-)	2.1.1.-	Methyltransferases	00981	Insect hormone biosynthesis
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.250	CFI14_01265		FIG145533: Methyltransferase (EC 2.1.1.-)	2.1.1.-	Methyltransferases	01051	Biosynthesis of ansamycins
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.250	CFI14_01265		FIG145533: Methyltransferase (EC 2.1.1.-)	2.1.1.-	Methyltransferases	01057	Biosynthesis of type II polyketide products
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.256	CFI14_01295	gndA	6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)	1.1.1.44	Phosphogluconate dehydrogenase (NADP(+)-dependent, decarboxylating)	00030	Pentose phosphate pathway
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.256	CFI14_01295	gndA	6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)	1.1.1.44	Phosphogluconate dehydrogenase (NADP(+)-dependent, decarboxylating)	00480	Glutathione metabolism
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.271	CFI14_01360		Acylphosphate phosphohydrolase (EC 3.6.1.7)	3.6.1.7	Acylphosphatase	00620	Pyruvate metabolism
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.271	CFI14_01360		Acylphosphate phosphohydrolase (EC 3.6.1.7)	3.6.1.7	Acylphosphatase	00627	1,4-Dichlorobenzene degradation
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.276	CFI14_01380		Phenylalanyl-tRNA synthetase alpha chain (EC 6.1.1.20)	6.1.1.20	Phenylalanine--tRNA ligase	00970	Aminoacyl-tRNA biosynthesis
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.277	CFI14_01385		Phenylalanyl-tRNA synthetase beta chain (EC 6.1.1.20)	6.1.1.20	Phenylalanine--tRNA ligase	00970	Aminoacyl-tRNA biosynthesis
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.281	CFI14_01405		Uridine kinase (EC 2.7.1.48)	2.7.1.48	Uridine kinase	00240	Pyrimidine metabolism
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.281	CFI14_01405		Uridine kinase (EC 2.7.1.48)	2.7.1.48	Uridine kinase	00983	Drug metabolism - other enzymes
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.290	CFI14_01445		5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2)	6.3.3.2	5-formyltetrahydrofolate cyclo-ligase	00670	One carbon pool by folate
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.293	CFI14_01460		Glucokinase (EC 2.7.1.2)	2.7.1.2	Glucokinase	00010	Glycolysis / Gluconeogenesis
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.293	CFI14_01460		Glucokinase (EC 2.7.1.2)	2.7.1.2	Glucokinase	00052	Galactose metabolism
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.293	CFI14_01460		Glucokinase (EC 2.7.1.2)	2.7.1.2	Glucokinase	00500	Starch and sucrose metabolism
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.293	CFI14_01460		Glucokinase (EC 2.7.1.2)	2.7.1.2	Glucokinase	00520	Amino sugar and nucleotide sugar metabolism
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.293	CFI14_01460		Glucokinase (EC 2.7.1.2)	2.7.1.2	Glucokinase	00521	Streptomycin biosynthesis
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.301	CFI14_01500		Glycerophosphoryl diester phosphodiesterase (EC 3.1.4.46)	3.1.4.46	Glycerophosphodiester phosphodiesterase	00564	Glycerophospholipid metabolism
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.302	CFI14_01505	miaA	tRNA dimethylallyltransferase (EC 2.5.1.75)	2.5.1.75	tRNA dimethylallyltransferase	00908	Zeatin biosynthesis
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.304	CFI14_01515	glnA	Glutamine synthetase type I (EC 6.3.1.2)	6.3.1.2	Glutamate--ammonia ligase	00250	Alanine, aspartate and glutamate metabolism
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.304	CFI14_01515	glnA	Glutamine synthetase type I (EC 6.3.1.2)	6.3.1.2	Glutamate--ammonia ligase	00330	Arginine and proline metabolism
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.304	CFI14_01515	glnA	Glutamine synthetase type I (EC 6.3.1.2)	6.3.1.2	Glutamate--ammonia ligase	00630	Glyoxylate and dicarboxylate metabolism
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.304	CFI14_01515	glnA	Glutamine synthetase type I (EC 6.3.1.2)	6.3.1.2	Glutamate--ammonia ligase	00910	Nitrogen metabolism
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.307	CFI14_01530		Dimeric dUTPase (EC 3.6.1.23)	3.6.1.23	dUTP diphosphatase	00240	Pyrimidine metabolism
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.322	CFI14_01600		Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9) / Methylenetetrahydrofolate dehydrogenase (NADP+) (EC 1.5.1.5)	1.5.1.5	Methylenetetrahydrofolate dehydrogenase (NADP(+))	00670	One carbon pool by folate
1589.89	Lactobacillus pentosus strain ZFM94	fig|1589.89.peg.322	CFI14_01600		Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9) / Methylenetetrahydrofolate dehydrogenase (NADP+) (EC 1.5.1.5)	1.5.1.5	Methylenetetrahydrofolate dehydrogenase (NADP(+))	00720	Reductive carboxylate cycle (CO2 fixation)
