genome_id	genome_name	patric_id	refseq_locus_tag	alt_locus_tag	gene	product	ec_number	ec_description	pathway_id	pathway_name
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.89	BTW26_00420			6-phospho-beta-glucosidase (EC 3.2.1.86)	3.2.1.86	6-phospho-beta-glucosidase	00010	Glycolysis / Gluconeogenesis
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.92	BTW26_00450			Galactokinase (EC 2.7.1.6)	2.7.1.6	Galactokinase	00052	Galactose metabolism
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.92	BTW26_00450			Galactokinase (EC 2.7.1.6)	2.7.1.6	Galactokinase	00520	Amino sugar and nucleotide sugar metabolism
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.94	BTW26_00460			Manganese catalase (EC 1.11.1.6)	1.11.1.6	Catalase	00380	Tryptophan metabolism
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.94	BTW26_00460			Manganese catalase (EC 1.11.1.6)	1.11.1.6	Catalase	00630	Glyoxylate and dicarboxylate metabolism
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.94	BTW26_00460			Manganese catalase (EC 1.11.1.6)	1.11.1.6	Catalase	00680	Methane metabolism
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.110	BTW26_00535			Galactose-6-phosphate isomerase, LacA subunit (EC 5.3.1.26)	5.3.1.26	Galactose-6-phosphate isomerase	00052	Galactose metabolism
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.111	BTW26_00540			Galactose-6-phosphate isomerase, LacB subunit (EC 5.3.1.26)	5.3.1.26	Galactose-6-phosphate isomerase	00052	Galactose metabolism
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.112	BTW26_00545			Tagatose 1,6-bisphosphate aldolase (EC 4.1.2.40)	4.1.2.40	Tagatose-bisphosphate aldolase	00052	Galactose metabolism
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.117	BTW26_00565			Tagatose-6-phosphate kinase (EC 2.7.1.144)	2.7.1.144	Tagatose-6-phosphate kinase	00052	Galactose metabolism
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.123	BTW26_00590			Fructose-1,6-bisphosphatase, Bacillus type (EC 3.1.3.11)	3.1.3.11	Fructose-bisphosphatase	00010	Glycolysis / Gluconeogenesis
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.123	BTW26_00590			Fructose-1,6-bisphosphatase, Bacillus type (EC 3.1.3.11)	3.1.3.11	Fructose-bisphosphatase	00030	Pentose phosphate pathway
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.123	BTW26_00590			Fructose-1,6-bisphosphatase, Bacillus type (EC 3.1.3.11)	3.1.3.11	Fructose-bisphosphatase	00051	Fructose and mannose metabolism
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.123	BTW26_00590			Fructose-1,6-bisphosphatase, Bacillus type (EC 3.1.3.11)	3.1.3.11	Fructose-bisphosphatase	00680	Methane metabolism
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.123	BTW26_00590			Fructose-1,6-bisphosphatase, Bacillus type (EC 3.1.3.11)	3.1.3.11	Fructose-bisphosphatase	00710	Carbon fixation in photosynthetic organisms
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.129	BTW26_00620			N-acetylmuramic acid 6-phosphate etherase (EC 4.2.1.126)	4.2.1.126	N-acetylmuramic acid 6-phosphate etherase	00520	Amino sugar and nucleotide sugar metabolism
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.137	BTW26_00660			Pyruvate oxidase (EC 1.2.3.3)	1.2.3.3	Pyruvate oxidase	00620	Pyruvate metabolism
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.142				Xylose isomerase (EC 5.3.1.5)	5.3.1.5	Xylose isomerase	00040	Pentose and glucuronate interconversions
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.142				Xylose isomerase (EC 5.3.1.5)	5.3.1.5	Xylose isomerase	00051	Fructose and mannose metabolism
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.143	BTW26_00685			Xylose isomerase (EC 5.3.1.5)	5.3.1.5	Xylose isomerase	00040	Pentose and glucuronate interconversions
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.143	BTW26_00685			Xylose isomerase (EC 5.3.1.5)	5.3.1.5	Xylose isomerase	00051	Fructose and mannose metabolism
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.144	BTW26_00690			Xylulose kinase (EC 2.7.1.17)	2.7.1.17	Xylulokinase	00040	Pentose and glucuronate interconversions
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.145	BTW26_00695		rihA	Inosine-uridine preferring nucleoside hydrolase (EC 3.2.2.1)	3.2.2.1	Purine nucleosidase	00230	Purine metabolism
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.145	BTW26_00695		rihA	Inosine-uridine preferring nucleoside hydrolase (EC 3.2.2.1)	3.2.2.1	Purine nucleosidase	00760	Nicotinate and nicotinamide metabolism
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.151	BTW26_00730			Agmatine deiminase (EC 3.5.3.12)	3.5.3.12	Agmatine deiminase	00330	Arginine and proline metabolism
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.152	BTW26_00735			Agmatine deiminase (EC 3.5.3.12)	3.5.3.12	Agmatine deiminase	00330	Arginine and proline metabolism
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.163	BTW26_00790			Deoxyribose-phosphate aldolase (EC 4.1.2.4)	4.1.2.4	Deoxyribose-phosphate aldolase	00030	Pentose phosphate pathway
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.164	BTW26_00795			Phosphopentomutase (EC 5.4.2.7)	5.4.2.7	Phosphopentomutase	00030	Pentose phosphate pathway
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.164	BTW26_00795			Phosphopentomutase (EC 5.4.2.7)	5.4.2.7	Phosphopentomutase	00230	Purine metabolism
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.165	BTW26_00800			Purine nucleoside phosphorylase (EC 2.4.2.1)	2.4.2.1	Purine-nucleoside phosphorylase	00230	Purine metabolism
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.165	BTW26_00800			Purine nucleoside phosphorylase (EC 2.4.2.1)	2.4.2.1	Purine-nucleoside phosphorylase	00240	Pyrimidine metabolism
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.165	BTW26_00800			Purine nucleoside phosphorylase (EC 2.4.2.1)	2.4.2.1	Purine-nucleoside phosphorylase	00760	Nicotinate and nicotinamide metabolism
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.169	BTW26_00820		deoA	Pyrimidine-nucleoside phosphorylase (EC 2.4.2.2)	2.4.2.2	Pyrimidine-nucleoside phosphorylase	00240	Pyrimidine metabolism
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.172	BTW26_00835			alpha-L-arabinofuranosidase II (EC 3.2.1.55)	3.2.1.55	Non-reducing end alpha-L-arabinofuranosidase	00520	Amino sugar and nucleotide sugar metabolism
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.179	BTW26_00855			L-lactate dehydrogenase (EC 1.1.1.27)	1.1.1.27	L-lactate dehydrogenase	00010	Glycolysis / Gluconeogenesis
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.179	BTW26_00855			L-lactate dehydrogenase (EC 1.1.1.27)	1.1.1.27	L-lactate dehydrogenase	00270	Cysteine and methionine metabolism
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.179	BTW26_00855			L-lactate dehydrogenase (EC 1.1.1.27)	1.1.1.27	L-lactate dehydrogenase	00620	Pyruvate metabolism
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.179	BTW26_00855			L-lactate dehydrogenase (EC 1.1.1.27)	1.1.1.27	L-lactate dehydrogenase	00640	Propanoate metabolism
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.180	BTW26_00860			Glycerate kinase (EC 2.7.1.31)	2.7.1.31	Glycerate 3-kinase	00260	Glycine, serine and threonine metabolism
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.180	BTW26_00860			Glycerate kinase (EC 2.7.1.31)	2.7.1.31	Glycerate 3-kinase	00561	Glycerolipid metabolism
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.180	BTW26_00860			Glycerate kinase (EC 2.7.1.31)	2.7.1.31	Glycerate 3-kinase	00630	Glyoxylate and dicarboxylate metabolism
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.187	BTW26_00895			Hydroxymethylpyrimidine kinase (EC 2.7.1.49) @ Hydroxymethylpyrimidine phosphate kinase ThiD (EC 2.7.4.7)	2.7.1.49	Hydroxymethylpyrimidine kinase	00730	Thiamine metabolism
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.187	BTW26_00895			Hydroxymethylpyrimidine kinase (EC 2.7.1.49) @ Hydroxymethylpyrimidine phosphate kinase ThiD (EC 2.7.4.7)	2.7.4.7	Phosphomethylpyrimidine kinase	00730	Thiamine metabolism
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.197	BTW26_00940			Tyrosyl-tRNA synthetase (EC 6.1.1.1)	6.1.1.1	Tyrosine--tRNA ligase	00970	Aminoacyl-tRNA biosynthesis
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.200	BTW26_00975			Cytosine deaminase (EC 3.5.4.1)	3.5.4.1	Cytosine deaminase	00240	Pyrimidine metabolism
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.200	BTW26_00975			Cytosine deaminase (EC 3.5.4.1)	3.5.4.1	Cytosine deaminase	00330	Arginine and proline metabolism
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.207	BTW26_01005			Tryptophanyl-tRNA synthetase (EC 6.1.1.2)	6.1.1.2	Tryptophan--tRNA ligase	00970	Aminoacyl-tRNA biosynthesis
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.209	BTW26_01010			Exopolyphosphatase (EC 3.6.1.11)	3.6.1.11	Exopolyphosphatase	00230	Purine metabolism
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.210	BTW26_01015			Hydroxymethylglutaryl-CoA reductase (EC 1.1.1.34)	1.1.1.34	Hydroxymethylglutaryl-CoA reductase (NADPH)	00900	Terpenoid backbone biosynthesis
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.215	BTW26_01040			Methionyl-tRNA synthetase (EC 6.1.1.10)	6.1.1.10	Methionine--tRNA ligase	00450	Selenoamino acid metabolism
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.215	BTW26_01040			Methionyl-tRNA synthetase (EC 6.1.1.10)	6.1.1.10	Methionine--tRNA ligase	00970	Aminoacyl-tRNA biosynthesis
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.233	BTW26_01125			6-phospho-beta-glucosidase (EC 3.2.1.86)	3.2.1.86	6-phospho-beta-glucosidase	00010	Glycolysis / Gluconeogenesis
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.236	BTW26_01140			2,3-butanediol dehydrogenase, S-alcohol forming, (R)-acetoin-specific (EC 1.1.1.4) / Acetoin (diacetyl) reductase (EC 1.1.1.304)	1.1.1.304	Diacetyl reductase ((S)-acetoin forming)	00650	Butanoate metabolism
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.236	BTW26_01140			2,3-butanediol dehydrogenase, S-alcohol forming, (R)-acetoin-specific (EC 1.1.1.4) / Acetoin (diacetyl) reductase (EC 1.1.1.304)	1.1.1.4	(R,R)-butanediol dehydrogenase	00650	Butanoate metabolism
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.246	BTW26_01185			N-acetylglucosamine-1-phosphate uridyltransferase (EC 2.7.7.23) / Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157)	2.3.1.157	Glucosamine-1-phosphate N-acetyltransferase	00520	Amino sugar and nucleotide sugar metabolism
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.246	BTW26_01185			N-acetylglucosamine-1-phosphate uridyltransferase (EC 2.7.7.23) / Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157)	2.7.7.23	UDP-N-acetylglucosamine diphosphorylase	00520	Amino sugar and nucleotide sugar metabolism
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.257	BTW26_01230		pduC	Propanediol dehydratase large subunit (EC 4.2.1.28)	4.2.1.28	Propanediol dehydratase	00561	Glycerolipid metabolism
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.258	BTW26_01235			Propanediol dehydratase medium subunit (EC 4.2.1.28)	4.2.1.28	Propanediol dehydratase	00561	Glycerolipid metabolism
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.259	BTW26_01240			Propanediol dehydratase small subunit (EC 4.2.1.28)	4.2.1.28	Propanediol dehydratase	00561	Glycerolipid metabolism
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.267	BTW26_01280			ATP:Cob(I)alamin adenosyltransferase (EC 2.5.1.17) @ ATP:Cob(I)alamin adenosyltransferase (EC 2.5.1.17), propanediol utilization	2.5.1.17	Cob(I)yrinic acid a,c-diamide adenosyltransferase	00860	Porphyrin and chlorophyll metabolism
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.271	BTW26_01300			Propionate kinase, propanediol utilization (EC 2.7.2.1)	2.7.2.1	Acetate kinase	00430	Taurine and hypotaurine metabolism
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.271	BTW26_01300			Propionate kinase, propanediol utilization (EC 2.7.2.1)	2.7.2.1	Acetate kinase	00620	Pyruvate metabolism
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.271	BTW26_01300			Propionate kinase, propanediol utilization (EC 2.7.2.1)	2.7.2.1	Acetate kinase	00640	Propanoate metabolism
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.271	BTW26_01300			Propionate kinase, propanediol utilization (EC 2.7.2.1)	2.7.2.1	Acetate kinase	00680	Methane metabolism
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.271	BTW26_01300			Propionate kinase, propanediol utilization (EC 2.7.2.1)	2.7.2.1	Acetate kinase	00720	Reductive carboxylate cycle (CO2 fixation)
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.275	BTW26_01320			Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9), FabV => refractory to triclosan	1.3.1.9	Enoyl-[acyl-carrier-protein] reductase (NADH)	00061	Fatty acid biosynthesis
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.281	BTW26_01345			Glycerol kinase (EC 2.7.1.30)	2.7.1.30	Glycerol kinase	00561	Glycerolipid metabolism
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.282	BTW26_01350			Ribose-phosphate pyrophosphokinase (EC 2.7.6.1)	2.7.6.1	Ribose-phosphate diphosphokinase	00030	Pentose phosphate pathway
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.282	BTW26_01350			Ribose-phosphate pyrophosphokinase (EC 2.7.6.1)	2.7.6.1	Ribose-phosphate diphosphokinase	00230	Purine metabolism
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.288	BTW26_01380			L-asparaginase (EC 3.5.1.1)	3.5.1.1	Asparaginase	00250	Alanine, aspartate and glutamate metabolism
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.288	BTW26_01380			L-asparaginase (EC 3.5.1.1)	3.5.1.1	Asparaginase	00460	Cyanoamino acid metabolism
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.288	BTW26_01380			L-asparaginase (EC 3.5.1.1)	3.5.1.1	Asparaginase	00910	Nitrogen metabolism
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.290	BTW26_01390			Aspartate--ammonia ligase (EC 6.3.1.1)	6.3.1.1	Aspartate--ammonia ligase	00250	Alanine, aspartate and glutamate metabolism
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.290	BTW26_01390			Aspartate--ammonia ligase (EC 6.3.1.1)	6.3.1.1	Aspartate--ammonia ligase	00460	Cyanoamino acid metabolism
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.290	BTW26_01390			Aspartate--ammonia ligase (EC 6.3.1.1)	6.3.1.1	Aspartate--ammonia ligase	00910	Nitrogen metabolism
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.301	BTW26_01440			Orotate phosphoribosyltransferase (EC 2.4.2.10)	2.4.2.10	Orotate phosphoribosyltransferase	00240	Pyrimidine metabolism
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.301	BTW26_01440			Orotate phosphoribosyltransferase (EC 2.4.2.10)	2.4.2.10	Orotate phosphoribosyltransferase	00983	Drug metabolism - other enzymes
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.302	BTW26_01445			Aspartate carbamoyltransferase (EC 2.1.3.2)	2.1.3.2	Aspartate carbamoyltransferase	00240	Pyrimidine metabolism
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.302	BTW26_01445			Aspartate carbamoyltransferase (EC 2.1.3.2)	2.1.3.2	Aspartate carbamoyltransferase	00250	Alanine, aspartate and glutamate metabolism
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.303	BTW26_01450			Dihydroorotase (EC 3.5.2.3)	3.5.2.3	Dihydroorotase	00240	Pyrimidine metabolism
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.304	BTW26_01455			Carbamoyl-phosphate synthase small chain (EC 6.3.5.5)	6.3.5.5	Carbamoyl-phosphate synthase (glutamine-hydrolyzing)	00240	Pyrimidine metabolism
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.304	BTW26_01455			Carbamoyl-phosphate synthase small chain (EC 6.3.5.5)	6.3.5.5	Carbamoyl-phosphate synthase (glutamine-hydrolyzing)	00250	Alanine, aspartate and glutamate metabolism
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.305	BTW26_01460			Carbamoyl-phosphate synthase large chain (EC 6.3.5.5)	6.3.5.5	Carbamoyl-phosphate synthase (glutamine-hydrolyzing)	00240	Pyrimidine metabolism
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.305	BTW26_01460			Carbamoyl-phosphate synthase large chain (EC 6.3.5.5)	6.3.5.5	Carbamoyl-phosphate synthase (glutamine-hydrolyzing)	00250	Alanine, aspartate and glutamate metabolism
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.306	BTW26_01465			Dihydroorotate dehydrogenase (NAD(+)), catalytic subunit (EC 1.3.1.14)	1.3.1.14	Dihydroorotate dehydrogenase (NAD(+))	00240	Pyrimidine metabolism
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.313	BTW26_01500			Glucosamine-6-phosphate deaminase (EC 3.5.99.6)	3.5.99.6	Glucosamine-6-phosphate deaminase	00520	Amino sugar and nucleotide sugar metabolism
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.314	BTW26_01505			Acetate kinase (EC 2.7.2.1)	2.7.2.1	Acetate kinase	00430	Taurine and hypotaurine metabolism
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.314	BTW26_01505			Acetate kinase (EC 2.7.2.1)	2.7.2.1	Acetate kinase	00620	Pyruvate metabolism
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.314	BTW26_01505			Acetate kinase (EC 2.7.2.1)	2.7.2.1	Acetate kinase	00640	Propanoate metabolism
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.314	BTW26_01505			Acetate kinase (EC 2.7.2.1)	2.7.2.1	Acetate kinase	00680	Methane metabolism
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.314	BTW26_01505			Acetate kinase (EC 2.7.2.1)	2.7.2.1	Acetate kinase	00720	Reductive carboxylate cycle (CO2 fixation)
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.315	BTW26_01510			Phosphate acetyltransferase (EC 2.3.1.8)	2.3.1.8	Phosphate acetyltransferase	00430	Taurine and hypotaurine metabolism
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.315	BTW26_01510			Phosphate acetyltransferase (EC 2.3.1.8)	2.3.1.8	Phosphate acetyltransferase	00620	Pyruvate metabolism
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.315	BTW26_01510			Phosphate acetyltransferase (EC 2.3.1.8)	2.3.1.8	Phosphate acetyltransferase	00640	Propanoate metabolism
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.315	BTW26_01510			Phosphate acetyltransferase (EC 2.3.1.8)	2.3.1.8	Phosphate acetyltransferase	00680	Methane metabolism
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.315	BTW26_01510			Phosphate acetyltransferase (EC 2.3.1.8)	2.3.1.8	Phosphate acetyltransferase	00720	Reductive carboxylate cycle (CO2 fixation)
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.332	BTW26_01595			Cystathionine beta-lyase MalY (EC 4.4.1.8) @ Maltose regulon modulator	4.4.1.8	Cystathionine beta-lyase	00270	Cysteine and methionine metabolism
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.332	BTW26_01595			Cystathionine beta-lyase MalY (EC 4.4.1.8) @ Maltose regulon modulator	4.4.1.8	Cystathionine beta-lyase	00450	Selenoamino acid metabolism
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.332	BTW26_01595			Cystathionine beta-lyase MalY (EC 4.4.1.8) @ Maltose regulon modulator	4.4.1.8	Cystathionine beta-lyase	00920	Sulfur metabolism
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.335	BTW26_01610			Xylulose-5-phosphate phosphoketolase (EC 4.1.2.9) @ Fructose-6-phosphate phosphoketolase (EC 4.1.2.22)	4.1.2.22	Fructose-6-phosphate phosphoketolase	00710	Carbon fixation in photosynthetic organisms
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.335	BTW26_01610			Xylulose-5-phosphate phosphoketolase (EC 4.1.2.9) @ Fructose-6-phosphate phosphoketolase (EC 4.1.2.22)	4.1.2.9	Phosphoketolase	00030	Pentose phosphate pathway
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.335	BTW26_01610			Xylulose-5-phosphate phosphoketolase (EC 4.1.2.9) @ Fructose-6-phosphate phosphoketolase (EC 4.1.2.22)	4.1.2.9	Phosphoketolase	00680	Methane metabolism
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.335	BTW26_01610			Xylulose-5-phosphate phosphoketolase (EC 4.1.2.9) @ Fructose-6-phosphate phosphoketolase (EC 4.1.2.22)	4.1.2.9	Phosphoketolase	00710	Carbon fixation in photosynthetic organisms
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.339	BTW26_01630			Fructokinase (EC 2.7.1.4)	2.7.1.4	Fructokinase	00051	Fructose and mannose metabolism
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.339	BTW26_01630			Fructokinase (EC 2.7.1.4)	2.7.1.4	Fructokinase	00500	Starch and sucrose metabolism
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.339	BTW26_01630			Fructokinase (EC 2.7.1.4)	2.7.1.4	Fructokinase	00520	Amino sugar and nucleotide sugar metabolism
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.342	BTW26_01645			2-hydroxy-3-oxopropionate reductase (EC 1.1.1.60)	1.1.1.60	2-hydroxy-3-oxopropionate reductase	00630	Glyoxylate and dicarboxylate metabolism
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.344	BTW26_01655			D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4)	3.4.16.4	Serine-type D-Ala-D-Ala carboxypeptidase	00550	Peptidoglycan biosynthesis
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.351	BTW26_01690			Inosine-uridine preferring nucleoside hydrolase (EC 3.2.2.1)	3.2.2.1	Purine nucleosidase	00230	Purine metabolism
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.351	BTW26_01690			Inosine-uridine preferring nucleoside hydrolase (EC 3.2.2.1)	3.2.2.1	Purine nucleosidase	00760	Nicotinate and nicotinamide metabolism
1254.45	Pediococcus acidilactici strain BCC1	fig|1254.45.peg.352	BTW26_01695			Thioredoxin reductase (EC 1.8.1.9)	1.8.1.9	Thioredoxin-disulfide reductase	00240	Pyrimidine metabolism
