genome_id	genome_name	patric_id	refseq_locus_tag	alt_locus_tag	gene	product	ec_number	ec_description	pathway_id	pathway_name
563194.3	Pediococcus acidilactici 7_4	fig|563194.3.peg.178	HMPREF9024_00165	VBIPedAci303_0178		Pyruvate dehydrogenase E1 component alpha subunit (EC 1.2.4.1)	1.2.4.1	Pyruvate dehydrogenase (acetyl-transferring)	00010	Glycolysis / Gluconeogenesis
563194.3	Pediococcus acidilactici 7_4	fig|563194.3.peg.178	HMPREF9024_00165	VBIPedAci303_0178		Pyruvate dehydrogenase E1 component alpha subunit (EC 1.2.4.1)	1.2.4.1	Pyruvate dehydrogenase (acetyl-transferring)	00020	Citrate cycle (TCA cycle)
563194.3	Pediococcus acidilactici 7_4	fig|563194.3.peg.178	HMPREF9024_00165	VBIPedAci303_0178		Pyruvate dehydrogenase E1 component alpha subunit (EC 1.2.4.1)	1.2.4.1	Pyruvate dehydrogenase (acetyl-transferring)	00620	Pyruvate metabolism
563194.3	Pediococcus acidilactici 7_4	fig|563194.3.peg.178	HMPREF9024_00165	VBIPedAci303_0178		Pyruvate dehydrogenase E1 component alpha subunit (EC 1.2.4.1)	1.2.4.1	Pyruvate dehydrogenase (acetyl-transferring)	00650	Butanoate metabolism
563194.3	Pediococcus acidilactici 7_4	fig|563194.3.peg.179	HMPREF9024_00166	VBIPedAci303_0179		Pyruvate dehydrogenase E1 component beta subunit (EC 1.2.4.1)	1.2.4.1	Pyruvate dehydrogenase (acetyl-transferring)	00010	Glycolysis / Gluconeogenesis
563194.3	Pediococcus acidilactici 7_4	fig|563194.3.peg.179	HMPREF9024_00166	VBIPedAci303_0179		Pyruvate dehydrogenase E1 component beta subunit (EC 1.2.4.1)	1.2.4.1	Pyruvate dehydrogenase (acetyl-transferring)	00020	Citrate cycle (TCA cycle)
563194.3	Pediococcus acidilactici 7_4	fig|563194.3.peg.179	HMPREF9024_00166	VBIPedAci303_0179		Pyruvate dehydrogenase E1 component beta subunit (EC 1.2.4.1)	1.2.4.1	Pyruvate dehydrogenase (acetyl-transferring)	00620	Pyruvate metabolism
563194.3	Pediococcus acidilactici 7_4	fig|563194.3.peg.179	HMPREF9024_00166	VBIPedAci303_0179		Pyruvate dehydrogenase E1 component beta subunit (EC 1.2.4.1)	1.2.4.1	Pyruvate dehydrogenase (acetyl-transferring)	00650	Butanoate metabolism
563194.3	Pediococcus acidilactici 7_4	fig|563194.3.peg.180	HMPREF9024_00167	VBIPedAci303_0180		Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12)	2.3.1.12	Dihydrolipoyllysine-residue acetyltransferase	00010	Glycolysis / Gluconeogenesis
563194.3	Pediococcus acidilactici 7_4	fig|563194.3.peg.180	HMPREF9024_00167	VBIPedAci303_0180		Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12)	2.3.1.12	Dihydrolipoyllysine-residue acetyltransferase	00020	Citrate cycle (TCA cycle)
563194.3	Pediococcus acidilactici 7_4	fig|563194.3.peg.180	HMPREF9024_00167	VBIPedAci303_0180		Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex (EC 2.3.1.12)	2.3.1.12	Dihydrolipoyllysine-residue acetyltransferase	00620	Pyruvate metabolism
563194.3	Pediococcus acidilactici 7_4	fig|563194.3.peg.181	HMPREF9024_00168	VBIPedAci303_0181		Dihydrolipoamide dehydrogenase of pyruvate dehydrogenase complex (EC 1.8.1.4)	1.8.1.4	Dihydrolipoyl dehydrogenase	00010	Glycolysis / Gluconeogenesis
563194.3	Pediococcus acidilactici 7_4	fig|563194.3.peg.181	HMPREF9024_00168	VBIPedAci303_0181		Dihydrolipoamide dehydrogenase of pyruvate dehydrogenase complex (EC 1.8.1.4)	1.8.1.4	Dihydrolipoyl dehydrogenase	00020	Citrate cycle (TCA cycle)
563194.3	Pediococcus acidilactici 7_4	fig|563194.3.peg.181	HMPREF9024_00168	VBIPedAci303_0181		Dihydrolipoamide dehydrogenase of pyruvate dehydrogenase complex (EC 1.8.1.4)	1.8.1.4	Dihydrolipoyl dehydrogenase	00260	Glycine, serine and threonine metabolism
563194.3	Pediococcus acidilactici 7_4	fig|563194.3.peg.181	HMPREF9024_00168	VBIPedAci303_0181		Dihydrolipoamide dehydrogenase of pyruvate dehydrogenase complex (EC 1.8.1.4)	1.8.1.4	Dihydrolipoyl dehydrogenase	00280	Valine, leucine and isoleucine degradation
563194.3	Pediococcus acidilactici 7_4	fig|563194.3.peg.181	HMPREF9024_00168	VBIPedAci303_0181		Dihydrolipoamide dehydrogenase of pyruvate dehydrogenase complex (EC 1.8.1.4)	1.8.1.4	Dihydrolipoyl dehydrogenase	00620	Pyruvate metabolism
563194.3	Pediococcus acidilactici 7_4	fig|563194.3.peg.197	HMPREF9024_00183	VBIPedAci303_0197		Aldose 1-epimerase (EC 5.1.3.3)	5.1.3.3	Aldose 1-epimerase	00010	Glycolysis / Gluconeogenesis
563194.3	Pediococcus acidilactici 7_4	fig|563194.3.peg.200	HMPREF9024_00186	VBIPedAci303_0200		Xylose isomerase (EC 5.3.1.5)	5.3.1.5	Xylose isomerase	00040	Pentose and glucuronate interconversions
563194.3	Pediococcus acidilactici 7_4	fig|563194.3.peg.200	HMPREF9024_00186	VBIPedAci303_0200		Xylose isomerase (EC 5.3.1.5)	5.3.1.5	Xylose isomerase	00051	Fructose and mannose metabolism
563194.3	Pediococcus acidilactici 7_4	fig|563194.3.peg.201	HMPREF9024_00187	VBIPedAci303_0201		Xylulose kinase (EC 2.7.1.17)	2.7.1.17	Xylulokinase	00040	Pentose and glucuronate interconversions
563194.3	Pediococcus acidilactici 7_4	fig|563194.3.peg.204	HMPREF9024_00190	VBIPedAci303_0204		Xylan 1,4-beta-xylosidase (EC 3.2.1.37)	3.2.1.37	Xylan 1,4-beta-xylosidase	00500	Starch and sucrose metabolism
563194.3	Pediococcus acidilactici 7_4	fig|563194.3.peg.204	HMPREF9024_00190	VBIPedAci303_0204		Xylan 1,4-beta-xylosidase (EC 3.2.1.37)	3.2.1.37	Xylan 1,4-beta-xylosidase	00520	Amino sugar and nucleotide sugar metabolism
563194.3	Pediococcus acidilactici 7_4	fig|563194.3.peg.208	HMPREF9024_00194	VBIPedAci303_0208		NAD(P)H dehydrogenase (quinone) 2 (EC 1.6.5.2)	1.6.5.2	NAD(P)H dehydrogenase (quinone)	00130	Ubiquinone and other terpenoid-quinone biosynthesis
563194.3	Pediococcus acidilactici 7_4	fig|563194.3.peg.235	HMPREF9024_00222	VBIPedAci303_0235		Inosine-5'-monophosphate dehydrogenase (EC 1.1.1.205) / CBS domain	1.1.1.205	IMP dehydrogenase	00230	Purine metabolism
563194.3	Pediococcus acidilactici 7_4	fig|563194.3.peg.235	HMPREF9024_00222	VBIPedAci303_0235		Inosine-5'-monophosphate dehydrogenase (EC 1.1.1.205) / CBS domain	1.1.1.205	IMP dehydrogenase	00983	Drug metabolism - other enzymes
563194.3	Pediococcus acidilactici 7_4	fig|563194.3.peg.239	HMPREF9024_00226	VBIPedAci303_0239		D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4)	3.4.16.4	Serine-type D-Ala-D-Ala carboxypeptidase	00550	Peptidoglycan biosynthesis
563194.3	Pediococcus acidilactici 7_4	fig|563194.3.peg.252	HMPREF9024_00237	VBIPedAci303_0252		Enolase (EC 4.2.1.11)	4.2.1.11	Phosphopyruvate hydratase	00010	Glycolysis / Gluconeogenesis
563194.3	Pediococcus acidilactici 7_4	fig|563194.3.peg.252	HMPREF9024_00237	VBIPedAci303_0252		Enolase (EC 4.2.1.11)	4.2.1.11	Phosphopyruvate hydratase	00680	Methane metabolism
563194.3	Pediococcus acidilactici 7_4	fig|563194.3.peg.258	HMPREF9024_00243	VBIPedAci303_0258		Aspartate aminotransferase (EC 2.6.1.1)	2.6.1.1	Aspartate transaminase	00250	Alanine, aspartate and glutamate metabolism
563194.3	Pediococcus acidilactici 7_4	fig|563194.3.peg.258	HMPREF9024_00243	VBIPedAci303_0258		Aspartate aminotransferase (EC 2.6.1.1)	2.6.1.1	Aspartate transaminase	00270	Cysteine and methionine metabolism
563194.3	Pediococcus acidilactici 7_4	fig|563194.3.peg.258	HMPREF9024_00243	VBIPedAci303_0258		Aspartate aminotransferase (EC 2.6.1.1)	2.6.1.1	Aspartate transaminase	00330	Arginine and proline metabolism
563194.3	Pediococcus acidilactici 7_4	fig|563194.3.peg.258	HMPREF9024_00243	VBIPedAci303_0258		Aspartate aminotransferase (EC 2.6.1.1)	2.6.1.1	Aspartate transaminase	00350	Tyrosine metabolism
563194.3	Pediococcus acidilactici 7_4	fig|563194.3.peg.258	HMPREF9024_00243	VBIPedAci303_0258		Aspartate aminotransferase (EC 2.6.1.1)	2.6.1.1	Aspartate transaminase	00360	Phenylalanine metabolism
563194.3	Pediococcus acidilactici 7_4	fig|563194.3.peg.258	HMPREF9024_00243	VBIPedAci303_0258		Aspartate aminotransferase (EC 2.6.1.1)	2.6.1.1	Aspartate transaminase	00400	Phenylalanine, tyrosine and tryptophan biosynthesis
563194.3	Pediococcus acidilactici 7_4	fig|563194.3.peg.258	HMPREF9024_00243	VBIPedAci303_0258		Aspartate aminotransferase (EC 2.6.1.1)	2.6.1.1	Aspartate transaminase	00401	Novobiocin biosynthesis
563194.3	Pediococcus acidilactici 7_4	fig|563194.3.peg.258	HMPREF9024_00243	VBIPedAci303_0258		Aspartate aminotransferase (EC 2.6.1.1)	2.6.1.1	Aspartate transaminase	00710	Carbon fixation in photosynthetic organisms
563194.3	Pediococcus acidilactici 7_4	fig|563194.3.peg.258	HMPREF9024_00243	VBIPedAci303_0258		Aspartate aminotransferase (EC 2.6.1.1)	2.6.1.1	Aspartate transaminase	00950	Isoquinoline alkaloid biosynthesis
563194.3	Pediococcus acidilactici 7_4	fig|563194.3.peg.258	HMPREF9024_00243	VBIPedAci303_0258		Aspartate aminotransferase (EC 2.6.1.1)	2.6.1.1	Aspartate transaminase	00960	Tropane, piperidine and pyridine alkaloid biosynthesis
563194.3	Pediococcus acidilactici 7_4	fig|563194.3.peg.261	HMPREF9024_00246	VBIPedAci303_0261		Alpha-ribazole-5'-phosphate phosphatase (EC 3.1.3.73)	3.1.3.73	Adenosylcobalamin/alpha-ribazole phosphatase	00860	Porphyrin and chlorophyll metabolism
563194.3	Pediococcus acidilactici 7_4	fig|563194.3.peg.264	HMPREF9024_00249	VBIPedAci303_0264		Cellulose synthase catalytic subunit [UDP-forming] (EC 2.4.1.12)	2.4.1.12	Cellulose synthase (UDP-forming)	00500	Starch and sucrose metabolism
563194.3	Pediococcus acidilactici 7_4	fig|563194.3.peg.269	HMPREF9024_00253	VBIPedAci303_0269		Ribokinase (EC 2.7.1.15)	2.7.1.15	Ribokinase	00030	Pentose phosphate pathway
563194.3	Pediococcus acidilactici 7_4	fig|563194.3.peg.277	HMPREF9024_00260	VBIPedAci303_0277		4-carboxymuconolactone decarboxylase (EC 4.1.1.44)	4.1.1.44	4-carboxymuconolactone decarboxylase	00362	Benzoate degradation via hydroxylation
563194.3	Pediococcus acidilactici 7_4	fig|563194.3.peg.284	HMPREF9024_00265	VBIPedAci303_0284		Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23)	4.1.1.23	Orotidine-5'-phosphate decarboxylase	00240	Pyrimidine metabolism
563194.3	Pediococcus acidilactici 7_4	fig|563194.3.peg.296	HMPREF9024_00275	VBIPedAci303_0296		GTP pyrophosphokinase (EC 2.7.6.5)	2.7.6.5	GTP diphosphokinase	00230	Purine metabolism
563194.3	Pediococcus acidilactici 7_4	fig|563194.3.peg.303	HMPREF9024_00281	VBIPedAci303_0303		Myo-inositol 2-dehydrogenase (EC 1.1.1.18)	1.1.1.18	Inositol 2-dehydrogenase	00521	Streptomycin biosynthesis
563194.3	Pediococcus acidilactici 7_4	fig|563194.3.peg.303	HMPREF9024_00281	VBIPedAci303_0303		Myo-inositol 2-dehydrogenase (EC 1.1.1.18)	1.1.1.18	Inositol 2-dehydrogenase	00562	Inositol phosphate metabolism
563194.3	Pediococcus acidilactici 7_4	fig|563194.3.peg.312	HMPREF9024_00290	VBIPedAci303_0312		Guanine deaminase (EC 3.5.4.3)	3.5.4.3	Guanine deaminase	00230	Purine metabolism
563194.3	Pediococcus acidilactici 7_4	fig|563194.3.peg.317	HMPREF9024_00295	VBIPedAci303_0317		Nucleoside diphosphate kinase (EC 2.7.4.6)	2.7.4.6	Nucleoside-diphosphate kinase	00230	Purine metabolism
563194.3	Pediococcus acidilactici 7_4	fig|563194.3.peg.317	HMPREF9024_00295	VBIPedAci303_0317		Nucleoside diphosphate kinase (EC 2.7.4.6)	2.7.4.6	Nucleoside-diphosphate kinase	00240	Pyrimidine metabolism
563194.3	Pediococcus acidilactici 7_4	fig|563194.3.peg.323	HMPREF9024_00301	VBIPedAci303_0323		S-ribosylhomocysteine lyase (EC 4.4.1.21) @ Autoinducer-2 production protein LuxS	4.4.1.21	S-ribosylhomocysteine lyase	00270	Cysteine and methionine metabolism
563194.3	Pediococcus acidilactici 7_4	fig|563194.3.peg.326	HMPREF9024_00304	VBIPedAci303_0326		Alpha-glucosidase (EC 3.2.1.20)	3.2.1.20	Alpha-glucosidase	00052	Galactose metabolism
563194.3	Pediococcus acidilactici 7_4	fig|563194.3.peg.326	HMPREF9024_00304	VBIPedAci303_0326		Alpha-glucosidase (EC 3.2.1.20)	3.2.1.20	Alpha-glucosidase	00500	Starch and sucrose metabolism
563194.3	Pediococcus acidilactici 7_4	fig|563194.3.peg.347	HMPREF9024_00322	VBIPedAci303_0347		Alpha-glycerophosphate oxidase (EC 1.1.3.21)	1.1.3.21	Glycerol-3-phosphate oxidase	00564	Glycerophospholipid metabolism
563194.3	Pediococcus acidilactici 7_4	fig|563194.3.peg.348	HMPREF9024_00323	VBIPedAci303_0348		Glycerol kinase (EC 2.7.1.30)	2.7.1.30	Glycerol kinase	00561	Glycerolipid metabolism
563194.3	Pediococcus acidilactici 7_4	fig|563194.3.peg.349	HMPREF9024_00324	VBIPedAci303_0349		Haloacid dehalogenase, type II (EC 3.8.1.2)	3.8.1.2	(S)-2-haloacid dehalogenase	00361	gamma-Hexachlorocyclohexane degradation
563194.3	Pediococcus acidilactici 7_4	fig|563194.3.peg.349	HMPREF9024_00324	VBIPedAci303_0349		Haloacid dehalogenase, type II (EC 3.8.1.2)	3.8.1.2	(S)-2-haloacid dehalogenase	00625	Tetrachloroethene degradation
563194.3	Pediococcus acidilactici 7_4	fig|563194.3.peg.353	HMPREF9024_00328	VBIPedAci303_0353		Malolactic enzyme (EC 1.-.-.-)	1.-.-.-	Oxidoreductases.	00231	Puromycin biosynthesis
563194.3	Pediococcus acidilactici 7_4	fig|563194.3.peg.353	HMPREF9024_00328	VBIPedAci303_0353		Malolactic enzyme (EC 1.-.-.-)	1.-.-.-	Oxidoreductases.	00592	alpha-Linolenic acid metabolism
563194.3	Pediococcus acidilactici 7_4	fig|563194.3.peg.353	HMPREF9024_00328	VBIPedAci303_0353		Malolactic enzyme (EC 1.-.-.-)	1.-.-.-	Oxidoreductases.	00633	Trinitrotoluene degradation
563194.3	Pediococcus acidilactici 7_4	fig|563194.3.peg.353	HMPREF9024_00328	VBIPedAci303_0353		Malolactic enzyme (EC 1.-.-.-)	1.-.-.-	Oxidoreductases.	00780	Biotin metabolism
563194.3	Pediococcus acidilactici 7_4	fig|563194.3.peg.353	HMPREF9024_00328	VBIPedAci303_0353		Malolactic enzyme (EC 1.-.-.-)	1.-.-.-	Oxidoreductases.	00860	Porphyrin and chlorophyll metabolism
563194.3	Pediococcus acidilactici 7_4	fig|563194.3.peg.353	HMPREF9024_00328	VBIPedAci303_0353		Malolactic enzyme (EC 1.-.-.-)	1.-.-.-	Oxidoreductases.	00950	Isoquinoline alkaloid biosynthesis
563194.3	Pediococcus acidilactici 7_4	fig|563194.3.peg.353	HMPREF9024_00328	VBIPedAci303_0353		Malolactic enzyme (EC 1.-.-.-)	1.-.-.-	Oxidoreductases.	00981	Insect hormone biosynthesis
563194.3	Pediococcus acidilactici 7_4	fig|563194.3.peg.353	HMPREF9024_00328	VBIPedAci303_0353		Malolactic enzyme (EC 1.-.-.-)	1.-.-.-	Oxidoreductases.	01057	Biosynthesis of type II polyketide products
563194.3	Pediococcus acidilactici 7_4	fig|563194.3.peg.354	HMPREF9024_00329	VBIPedAci303_0354		Fumarate hydratase class II (EC 4.2.1.2)	4.2.1.2	Fumarate hydratase	00020	Citrate cycle (TCA cycle)
563194.3	Pediococcus acidilactici 7_4	fig|563194.3.peg.354	HMPREF9024_00329	VBIPedAci303_0354		Fumarate hydratase class II (EC 4.2.1.2)	4.2.1.2	Fumarate hydratase	00720	Reductive carboxylate cycle (CO2 fixation)
563194.3	Pediococcus acidilactici 7_4	fig|563194.3.peg.361	HMPREF9024_00337	VBIPedAci303_0361		Bactoprenol glucosyl transferase (EC 2.4.1.-)	2.4.1.-	Hexosyltransferases.	00051	Fructose and mannose metabolism
563194.3	Pediococcus acidilactici 7_4	fig|563194.3.peg.361	HMPREF9024_00337	VBIPedAci303_0361		Bactoprenol glucosyl transferase (EC 2.4.1.-)	2.4.1.-	Hexosyltransferases.	00512	O-Glycan biosynthesis
563194.3	Pediococcus acidilactici 7_4	fig|563194.3.peg.361	HMPREF9024_00337	VBIPedAci303_0361		Bactoprenol glucosyl transferase (EC 2.4.1.-)	2.4.1.-	Hexosyltransferases.	00513	High-mannose type N-glycan biosynthesis
563194.3	Pediococcus acidilactici 7_4	fig|563194.3.peg.361	HMPREF9024_00337	VBIPedAci303_0361		Bactoprenol glucosyl transferase (EC 2.4.1.-)	2.4.1.-	Hexosyltransferases.	00522	Biosynthesis of 12-, 14- and 16-membered macrolides
563194.3	Pediococcus acidilactici 7_4	fig|563194.3.peg.361	HMPREF9024_00337	VBIPedAci303_0361		Bactoprenol glucosyl transferase (EC 2.4.1.-)	2.4.1.-	Hexosyltransferases.	00540	Lipopolysaccharide biosynthesis
563194.3	Pediococcus acidilactici 7_4	fig|563194.3.peg.361	HMPREF9024_00337	VBIPedAci303_0361		Bactoprenol glucosyl transferase (EC 2.4.1.-)	2.4.1.-	Hexosyltransferases.	00550	Peptidoglycan biosynthesis
563194.3	Pediococcus acidilactici 7_4	fig|563194.3.peg.361	HMPREF9024_00337	VBIPedAci303_0361		Bactoprenol glucosyl transferase (EC 2.4.1.-)	2.4.1.-	Hexosyltransferases.	00561	Glycerolipid metabolism
563194.3	Pediococcus acidilactici 7_4	fig|563194.3.peg.361	HMPREF9024_00337	VBIPedAci303_0361		Bactoprenol glucosyl transferase (EC 2.4.1.-)	2.4.1.-	Hexosyltransferases.	00563	Glycosylphosphatidylinositol(GPI)-anchor biosynthesis
563194.3	Pediococcus acidilactici 7_4	fig|563194.3.peg.361	HMPREF9024_00337	VBIPedAci303_0361		Bactoprenol glucosyl transferase (EC 2.4.1.-)	2.4.1.-	Hexosyltransferases.	00600	Sphingolipid metabolism
563194.3	Pediococcus acidilactici 7_4	fig|563194.3.peg.361	HMPREF9024_00337	VBIPedAci303_0361		Bactoprenol glucosyl transferase (EC 2.4.1.-)	2.4.1.-	Hexosyltransferases.	00601	Glycosphingolipid biosynthesis - lacto and neolacto series
563194.3	Pediococcus acidilactici 7_4	fig|563194.3.peg.361	HMPREF9024_00337	VBIPedAci303_0361		Bactoprenol glucosyl transferase (EC 2.4.1.-)	2.4.1.-	Hexosyltransferases.	00603	Glycosphingolipid biosynthesis - globo series
563194.3	Pediococcus acidilactici 7_4	fig|563194.3.peg.361	HMPREF9024_00337	VBIPedAci303_0361		Bactoprenol glucosyl transferase (EC 2.4.1.-)	2.4.1.-	Hexosyltransferases.	00604	Glycosphingolipid biosynthesis - ganglio series
