genome_id	genome_name	accession	annotation	feature_type	patric_id	refseq_locus_tag	start	end	strand	na_length	gene	product	plfam_id	pgfam_id
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	tRNA	fig|862514.3.rna.20	HMPREF0623_t0019	5446	5519	+	74		tRNA-Asp-GTC		
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.1	HMPREF0623_0001	5808	6539	-	732		hypothetical protein	PLF_1253_00011104	PGF_00317629
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.2	HMPREF0623_0002	6711	7901	+	1191	metK	S-adenosylmethionine synthetase (EC 2.5.1.6)	PLF_1253_00000680	PGF_03202156
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.3	HMPREF0623_0003	8077	9546	+	1470		Uncharacterized MFS-type transporter	PLF_1253_00000571	PGF_09996723
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.4		9552	9665	+	114		hypothetical protein	PLF_1253_00004305	PGF_02754954
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.5	HMPREF0623_0004	9626	10189	-	564		Putative rRNA methylase YtqB	PLF_1253_00001237	PGF_00932867
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.6	HMPREF0623_0005	10182	10817	-	636		putative membrane-associated phospholipid phosphatase, PAP2 superfamily	PLF_1253_00001526	PGF_06833838
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.7	HMPREF0623_0006	11224	13641	+	2418	leuS	Leucyl-tRNA synthetase (EC 6.1.1.4)	PLF_1253_00000025	PGF_06812369
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.8	HMPREF0623_0007	13897	15579	+	1683		Probable cell division protein YtgP	PLF_1253_00000613	PGF_00036997
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.9	HMPREF0623_0008	15590	16309	+	720	rsuA	SSU rRNA pseudouridine(516) synthase (EC 5.4.99.19)	PLF_1253_00000670	PGF_09626318
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.10	HMPREF0623_0009	16416	17246	-	831		ADP-dependent (S)-NAD(P)H-hydrate dehydratase (EC 4.2.1.136)	PLF_1253_00000931	PGF_00013032
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.11	HMPREF0623_0010	17372	17833	+	462		Universal stress protein family	PLF_1253_00001029	PGF_05947556
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.12	HMPREF0623_0011	18163	18447	+	285		hypothetical protein	PLF_1253_00002263	PGF_02753690
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.13	HMPREF0623_0012	18444	18737	+	294		hypothetical protein	PLF_1253_00002665	PGF_02753690
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.14	HMPREF0623_0013	18821	20530	-	1710		Lipoamidase	PLF_1253_00001201	PGF_00017121
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.15	HMPREF0623_0014	20813	22459	-	1647	treC	Trehalose-6-phosphate hydrolase (EC 3.2.1.93)	PLF_1253_00001099	PGF_00990926
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.16	HMPREF0623_0015	22463	23185	-	723	treR	Trehalose operon transcriptional repressor	PLF_1253_00001141	PGF_02032393
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.17	HMPREF0623_0016	23402	25366	+	1965	treB	PTS system, trehalose-specific IIA component (EC 2.7.1.201) / PTS system, trehalose-specific IIB component (EC 2.7.1.201) / PTS system, trehalose-specific IIC component	PLF_1253_00002420	PGF_02037443
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.18	HMPREF0623_0017	25490	26149	-	660	dgk	Deoxyadenosine kinase (EC 2.7.1.76) @ Deoxyguanosine kinase (EC 2.7.1.113)	PLF_1253_00000307	PGF_00422912
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.19	HMPREF0623_0018	26628	27446	+	819		Hydrolase, HAD superfamily	PLF_1253_00001189	PGF_02899915
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.20	HMPREF0623_0019	27448	27651	+	204		hypothetical protein	PLF_1253_00002049	PGF_02753589
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.21	HMPREF0623_0020	27648	27866	+	219		hypothetical protein	PLF_1253_00001495	PGF_02753364
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.22	HMPREF0623_0021	27866	28144	+	279		hypothetical protein	PLF_1253_00001691	PGF_00326116
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.23	HMPREF0623_0022	28262	28408	-	147		hypothetical protein	PLF_1253_00001746	PGF_02753477
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	tRNA	fig|862514.3.rna.21	HMPREF0623_t0020	28666	28749	+	84		tRNA-Leu-CAG		
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.24	HMPREF0623_0023	29094	30974	+	1881	asnB	Asparagine synthetase [glutamine-hydrolyzing] (EC 6.3.5.4) AsnH	PLF_1253_00000054	PGF_02754963
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.25	HMPREF0623_0024	31122	32516	+	1395	murE	UDP-N-acetylmuramoy-dipeptide--L-lysine ligase (EC 6.3.2.7)	PLF_1253_00000770	PGF_00064032
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.26	HMPREF0623_0025	32516	33772	+	1257		D-aspartate ligase (EC 6.3.1.12)	PLF_1253_00000281	PGF_08117854
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.27	HMPREF0623_0026	33778	34485	+	708	racD	Aspartate racemase (EC 5.1.1.13)	PLF_1253_00011107	PGF_00067091
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.28	HMPREF0623_0027	34577	35386	+	810	endA	DNA-entry nuclease (Competence-specific nuclease) (EC 3.1.30.-)	PLF_1253_00000301	PGF_00422375
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.29	HMPREF0623_0028	35468	36280	-	813		Sialic acid utilization regulator, RpiR family	PLF_1253_00001139	PGF_02146256
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.30	HMPREF0623_0029	36570	37259	-	690	nanE	N-acetylmannosamine-6-phosphate 2-epimerase (EC 5.1.3.9)	PLF_1253_00001085	PGF_02230495
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.31	HMPREF0623_0030	37556	38449	+	894	nagC	N-acetylmannosamine kinase (EC 2.7.1.60)	PLF_1253_00001208	PGF_03186495
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.32	HMPREF0623_0031	38430	39161	+	732		hypothetical protein	PLF_1253_00001255	PGF_05390975
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.33	HMPREF0623_0032	39415	40923	+	1509		Predicted sialic acid transporter	PLF_1253_00001093	PGF_00036306
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.34	HMPREF0623_0033	40938	41855	+	918	nanA	N-acetylneuraminate lyase (EC 4.1.3.3)	PLF_1253_00000544	PGF_00023919
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.35	HMPREF0623_0036	42903	43250	+	348		hypothetical protein	PLF_1253_00004397	PGF_12767213
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.36	HMPREF0623_0037	43525	45732	+	2208	bglX	beta-glucosidase (EC 3.2.1.21)	PLF_1253_00002207	PGF_00069013
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.37	HMPREF0623_0038	45756	47102	+	1347		PTS system, cellobiose-specific IIC component	PLF_1253_00001213	PGF_00029610
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.38	HMPREF0623_0039	47125	48009	+	885		hypothetical protein	PLF_1253_00002624	PGF_00183978
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.39	HMPREF0623_0040	48002	49369	+	1368	bglA	6-phospho-beta-glucosidase (EC 3.2.1.86)	PLF_1253_00002208	PGF_08148954
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.40	HMPREF0623_0041	49437	50333	+	897		hypothetical protein	PLF_1253_00002284	PGF_02753703
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.41	HMPREF0623_0042	50336	52045	+	1710		hypothetical protein	PLF_1253_00002247	PGF_02754200
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.42	HMPREF0623_0043	52081	53079	+	999		hypothetical protein	PLF_1253_00002248	PGF_02943386
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.43	HMPREF0623_0044	53144	53326	+	183		hypothetical protein	PLF_1253_00004132	PGF_02754786
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.44	HMPREF0623_0045	53328	54626	-	1299	mtaD	S-adenosylhomocysteine deaminase (EC 3.5.4.28); Methylthioadenosine deaminase (EC 3.5.4.31)	PLF_1253_00001643	PGF_00049309
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.45	HMPREF0623_0046	54644	55090	-	447		hypothetical protein	PLF_1253_00001677	PGF_00342229
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.46	HMPREF0623_0047	55094	55942	-	849		putative membrane protein	PLF_1253_00001695	PGF_10496915
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.47	HMPREF0623_0048	56250	57281	-	1032	galM	Aldose 1-epimerase (EC 5.1.3.3)	PLF_1253_00001581	PGF_07410757
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.48	HMPREF0623_0049	57575	58561	+	987	araR	Arabinose metabolism transcriptional repressor AraR	PLF_1253_00001081	PGF_00016941
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.49	HMPREF0623_0050	58758	60128	+	1371	csbC	Arabinose-proton symporter	PLF_1253_00001066	PGF_00063352
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.50	HMPREF0623_0051	60148	61743	+	1596	araB	Ribulokinase (EC 2.7.1.16)	PLF_1253_00001095	PGF_00048964
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.51	HMPREF0623_0052	61758	62486	+	729	araD	L-ribulose-5-phosphate 4-epimerase (EC 5.1.3.4)	PLF_1253_00001079	PGF_05225955
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.52	HMPREF0623_0053	62520	63944	+	1425	araA	L-arabinose isomerase (EC 5.3.1.4)	PLF_1253_00001078	PGF_00016028
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.53	HMPREF0623_0054	64354	65460	+	1107	ald	Alanine dehydrogenase (EC 1.4.1.1)	PLF_1253_00001068	PGF_04306800
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.54	HMPREF0623_0055	65510	66562	+	1053	ilvA	Threonine dehydratase, catabolic (EC 4.3.1.19) @ L-serine dehydratase, (PLP)-dependent (EC 4.3.1.17)	PLF_1253_00001097	PGF_01557745
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.55	HMPREF0623_0056	66670	68013	+	1344		Serine/threonine exchanger SteT	PLF_1253_00001644	PGF_00051368
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.56	HMPREF0623_0057	68196	70130	+	1935		oligopeptide transporter, OPT family	PLF_1253_00001109	PGF_00401898
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.57	HMPREF0623_0058	70123	70476	+	354		hypothetical protein	PLF_1253_00001729	PGF_02753461
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.58	HMPREF0623_0059	70501	71928	+	1428	pepDA	Dipeptidase	PLF_1253_00000906	PGF_00423498
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.59	HMPREF0623_0060	72066	73061	-	996		Transcriptional regulator of rhamnose utilization, AraC family	PLF_1253_00001651	PGF_00058798
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.60	HMPREF0623_0061	73178	74482	+	1305		Predicted L-rhamnose permease RhaY	PLF_1253_00001626	PGF_10469628
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.61	HMPREF0623_0062	74449	76026	+	1578	ram2	alpha-L-rhamnosidase (EC 3.2.1.40)	PLF_1253_00001317	PGF_00039152
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.62	HMPREF0623_0063	76164	77333	-	1170	dhaT	1,3-propanediol dehydrogenase (EC 1.1.1.202)	PLF_1253_00000103	PGF_00420755
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.63	HMPREF0623_0064	77728	78324	+	597		Site-specific recombinase, DNA invertase Pin related protein	PLF_1253_00001096	PGF_00052900
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.64	HMPREF0623_0065	78503	79141	+	639		hypothetical protein	PLF_1253_00001270	PGF_10430938
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.65	HMPREF0623_0066	79226	80347	-	1122	adhC	Alcohol dehydrogenase (EC 1.1.1.1)	PLF_1253_00000257	PGF_03572345
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.66	HMPREF0623_0067	80499	81452	-	954		Transcriptional regulator of rhamnose utilization, AraC family	PLF_1253_00001425	PGF_00058798
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.67	HMPREF0623_0068	81592	82857	+	1266	proP	Predicted L-rhamnose permease RhaY	PLF_1253_00001627	PGF_10544908
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.68	HMPREF0623_0069	82844	84340	+	1497	rhaB	Rhamnulokinase (EC 2.7.1.5)	PLF_1253_00001639	PGF_00048282
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.69	HMPREF0623_0070	84356	84670	+	315	rhaU	L-rhamnose mutarotase (EC 5.1.3.32)	PLF_1253_00001601	PGF_00016202
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.70	HMPREF0623_0071	84694	85965	+	1272	rhaA	L-rhamnose isomerase (EC 5.3.1.14)	PLF_1253_00001357	PGF_00016200
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.71	HMPREF0623_0072	85990	86808	+	819	rhaD	Rhamnulose-1-phosphate aldolase (EC 4.1.2.19)	PLF_1253_00001640	PGF_00048285
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.72	HMPREF0623_0073	87018	88529	+	1512	frvB	PTS system, IIB component / PTS system, IIC component	PLF_1253_00001620	PGF_10503987
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.73	HMPREF0623_0074	88554	89000	+	447	frvA	PTS system, IIA component	PLF_1253_00001730	PGF_00650193
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.74	HMPREF0623_0075	89085	91700	+	2616		alpha-mannosidase (EC 3.2.1.24)	PLF_1253_00001562	PGF_06128624
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.75	HMPREF0623_0076	91717	92520	+	804		Sialic acid utilization regulator, RpiR family	PLF_1253_00001645	PGF_02146256
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.76	HMPREF0623_0077	92520	93905	+	1386	bgl	beta-glucosidase (EC 3.2.1.21)	PLF_1253_00001657	PGF_00976584
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.77	HMPREF0623_0078	93909	94787	+	879		N-acetylmannosamine kinase (EC 2.7.1.60)	PLF_1253_00001084	PGF_03186495
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.78	HMPREF0623_0079	94860	95612	-	753		AraC-like transcriptional regulator (HTH and ligand binding domain)	PLF_1253_00001599	PGF_02753417
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.79	HMPREF0623_0080	95719	97272	+	1554		hypothetical protein	PLF_1253_00001146	PGF_08225224
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	pseudogene	fig|862514.3.pg.1		95722	97955	+	2234				
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.80	HMPREF0623_0081	97347	97955	+	609		hypothetical protein	PLF_1253_00001146	PGF_08225224
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.81	HMPREF0623_0082	97965	99260	+	1296	dgoT	D-galactonate transporter	PLF_1253_00001173	PGF_03173405
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.82	HMPREF0623_0083	99726	100946	+	1221		PTS system, mannose-specific IIB component (EC 2.7.1.191) / PTS system, mannose-specific IIA component (EC 2.7.1.191)	PLF_1253_00001623	PGF_00029809
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.83	HMPREF0623_0084	101210	101773	+	564	ptsC	PTS system, galactosamine-specific IIC component	PLF_1253_00001129	PGF_00029681
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.84	HMPREF0623_0085	101763	102560	+	798	agaD	PTS system, N-acetylgalactosamine-specific IID component	PLF_1253_00001615	PGF_04674681
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.85	HMPREF0623_0086	102575	102994	+	420	ptsA	PTS system, N-acetylgalactosamine-specific IIA component @ PTS system, galactosamine-specific IIA component	PLF_1253_00002091	PGF_00029536
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.86	HMPREF0623_0087	103063	103776	-	714	gntR	Transcriptional regulator	PLF_1253_00001648	PGF_03134989
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.87	HMPREF0623_0088	103945	105282	+	1338	celB	PTS system, cellobiose-specific IIC component	PLF_1253_00001384	PGF_00029610
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.88	HMPREF0623_0089	105311	107944	+	2634		alpha-mannosidase (EC 3.2.1.24)	PLF_1253_00001305	PGF_06128624
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.89	HMPREF0623_0090	107950	109254	+	1305		hypothetical protein	PLF_1253_00001676	PGF_08225224
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.90	HMPREF0623_0091	109455	109907	+	453		PTS system, IIA component	PLF_1253_00001509	PGF_00929663
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.91	HMPREF0623_0092	109904	110200	+	297	ptsB	PTS system, IIB component	PLF_1253_00001390	PGF_08734867
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.92	HMPREF0623_0093	110225	111583	+	1359	ulaA	PTS system, IIC component, UlaA-type	PLF_1253_00001280	PGF_05423656
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.93	HMPREF0623_0094	111607	113583	+	1977	tktA	Transketolase (EC 2.2.1.1)	PLF_1253_00001433	PGF_01136362
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.94	HMPREF0623_0095	113580	114299	+	720	tal	Transaldolase (EC 2.2.1.2)	PLF_1253_00001647	PGF_00057399
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.95	HMPREF0623_0096	114380	116482	+	2103		Putative transcriptional antiterminator, BglG family / PTS system, IIA component	PLF_1253_00001467	PGF_00413629
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.96	HMPREF0623_0097	116728	117723	+	996	galR	Galactose operon repressor, GalR-LacI family of transcriptional regulators	PLF_1253_00001075	PGF_02870372
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.97	HMPREF0623_0098	117884	118912	+	1029	galM2	Aldose 1-epimerase (EC 5.1.3.3)	PLF_1253_00000886	PGF_07410757
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.98	HMPREF0623_0099	119333	121276	+	1944	lacS	Lactose and galactose permease, GPH translocator family	PLF_1253_00000941	PGF_00016515
862514.3	Pediococcus acidilactici DSM 20284	NZ_GL397067	PATRIC	CDS	fig|862514.3.peg.99	HMPREF0623_0100	121489	122448	-	960	lacM	beta-galactosidase small subunit (EC 3.2.1.23)	PLF_1253_00000877	PGF_00401753
