orgId	gdb	gid	pathway	step	score	locusId	sysName	desc	locusId2	sysName2	desc2	blastBits	curatedIds	identity	blastCoverage	blastScore	curatedDesc	hmmBits	hmmId	hmmCoverage	hmmScore	hmmDesc	otherIds	otherBits	otherIdentity	otherCoverage
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	4-hydroxybenzoate	badH	0	1_2416						149.1	metacyc::MONOMER-893	33.6	0.980392156862745	0	BadH						BRENDA::C5IFU0	308.9	59.0	1
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	4-hydroxybenzoate	badH	0	1_1434						127.9	metacyc::MONOMER-893	34.6	0.976470588235294	0	BadH						metacyc::MONOMER-19303	209.1	45.0	0.959677419354839
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	4-hydroxybenzoate	fadB	0	1_1434						142.1	SwissProt::O18404	34.9	0.980392156862745	0	3-hydroxyacyl-CoA dehydrogenase type-2; 17-beta-hydroxysteroid dehydrogenase 10; 17-beta-HSD 10; 3-hydroxy-2-methylbutyryl-CoA dehydrogenase; 3-hydroxyacyl-CoA dehydrogenase type II; Mitochondrial ribonuclease P protein 2; Mitochondrial RNase P protein 2; Scully protein; Type II HADH; EC 1.1.1.35; EC 1.1.1.51; EC 1.1.1.178						metacyc::MONOMER-19303	209.1	45.0	0.959677419354839
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	4-hydroxybenzoate	fadB	0	1_2424						107.1	SwissProt::O18404	32.7	0.835294117647059	0	3-hydroxyacyl-CoA dehydrogenase type-2; 17-beta-hydroxysteroid dehydrogenase 10; 17-beta-HSD 10; 3-hydroxy-2-methylbutyryl-CoA dehydrogenase; 3-hydroxyacyl-CoA dehydrogenase type II; Mitochondrial ribonuclease P protein 2; Mitochondrial RNase P protein 2; Scully protein; Type II HADH; EC 1.1.1.35; EC 1.1.1.51; EC 1.1.1.178						metacyc::MONOMER-13489	165.2	38.0	0.979757085020243
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	4-hydroxybenzoate	fadB	0	1_2598						99.4	BRENDA::Q99714,SwissProt::Q99714,metacyc::HS01071-MONOMER	30.2	0.969348659003831	0	GDP-6-deoxy-D-talose 4-dehydrogenase (EC 1.1.1.135); 3-hydroxy-2-methylbutyryl-CoA dehydrogenase (EC 1.1.1.178);; 3-hydroxyacyl-CoA dehydrogenase type-2; 17-beta-hydroxysteroid dehydrogenase 10; 17-beta-HSD 10; 2-methyl-3-hydroxybutyryl-CoA dehydrogenase; MHBD; 3-hydroxy-2-methylbutyryl-CoA dehydrogenase; 3-hydroxyacyl-CoA dehydrogenase type II; Endoplasmic reticulum-associated amyloid beta-peptide-binding protein; Mitochondrial ribonuclease P protein 2; Mitochondrial RNase P protein 2; Short chain dehydrogenase/reductase family 5C member 1; Short-chain type dehydrogenase/reductase XH98G2; Type II HADH; EC 1.1.1.35; EC 1.1.1.51; EC 1.1.1.178;; 3-hydroxy-2-methylbutyryl-CoA dehydrogenase subunit (EC 1.1.1.35)						metacyc::MONOMER-13489	144.4	35.3	0.963562753036437
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	4-hydroxybenzoate	fadB	0	1_3105						93.6	SwissProt::O08756	33.8	0.793103448275862	0	3-hydroxyacyl-CoA dehydrogenase type-2; 17-beta-hydroxysteroid dehydrogenase 10; 17-beta-HSD 10; 3-hydroxy-2-methylbutyryl-CoA dehydrogenase; 3-hydroxyacyl-CoA dehydrogenase type II; Endoplasmic reticulum-associated amyloid beta-peptide-binding protein; Mitochondrial ribonuclease P protein 2; Mitochondrial RNase P protein 2; Type II HADH; EC 1.1.1.35; EC 1.1.1.51; EC 1.1.1.178						metacyc::MONOMER-13092	323.9	61.0	0.992481203007519
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	4-hydroxybenzoate	paaH	0	1_1434						142.1	SwissProt::O18404	34.9	0.980392156862745	0	3-hydroxyacyl-CoA dehydrogenase type-2; 17-beta-hydroxysteroid dehydrogenase 10; 17-beta-HSD 10; 3-hydroxy-2-methylbutyryl-CoA dehydrogenase; 3-hydroxyacyl-CoA dehydrogenase type II; Mitochondrial ribonuclease P protein 2; Mitochondrial RNase P protein 2; Scully protein; Type II HADH; EC 1.1.1.35; EC 1.1.1.51; EC 1.1.1.178						metacyc::MONOMER-19303	209.1	45.0	0.959677419354839
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	4-hydroxybenzoate	paaH	0	1_2424						107.1	SwissProt::O18404	32.7	0.835294117647059	0	3-hydroxyacyl-CoA dehydrogenase type-2; 17-beta-hydroxysteroid dehydrogenase 10; 17-beta-HSD 10; 3-hydroxy-2-methylbutyryl-CoA dehydrogenase; 3-hydroxyacyl-CoA dehydrogenase type II; Mitochondrial ribonuclease P protein 2; Mitochondrial RNase P protein 2; Scully protein; Type II HADH; EC 1.1.1.35; EC 1.1.1.51; EC 1.1.1.178						metacyc::MONOMER-13489	165.2	38.0	0.979757085020243
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	4-hydroxybenzoate	paaH	0	1_2598						99.4	BRENDA::Q99714,SwissProt::Q99714,metacyc::HS01071-MONOMER	30.2	0.969348659003831	0	GDP-6-deoxy-D-talose 4-dehydrogenase (EC 1.1.1.135); 3-hydroxy-2-methylbutyryl-CoA dehydrogenase (EC 1.1.1.178);; 3-hydroxyacyl-CoA dehydrogenase type-2; 17-beta-hydroxysteroid dehydrogenase 10; 17-beta-HSD 10; 2-methyl-3-hydroxybutyryl-CoA dehydrogenase; MHBD; 3-hydroxy-2-methylbutyryl-CoA dehydrogenase; 3-hydroxyacyl-CoA dehydrogenase type II; Endoplasmic reticulum-associated amyloid beta-peptide-binding protein; Mitochondrial ribonuclease P protein 2; Mitochondrial RNase P protein 2; Short chain dehydrogenase/reductase family 5C member 1; Short-chain type dehydrogenase/reductase XH98G2; Type II HADH; EC 1.1.1.35; EC 1.1.1.51; EC 1.1.1.178;; 3-hydroxy-2-methylbutyryl-CoA dehydrogenase subunit (EC 1.1.1.35)						metacyc::MONOMER-13489	144.4	35.3	0.963562753036437
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	4-hydroxybenzoate	paaH	0	1_3105						93.6	SwissProt::O08756	33.8	0.793103448275862	0	3-hydroxyacyl-CoA dehydrogenase type-2; 17-beta-hydroxysteroid dehydrogenase 10; 17-beta-HSD 10; 3-hydroxy-2-methylbutyryl-CoA dehydrogenase; 3-hydroxyacyl-CoA dehydrogenase type II; Endoplasmic reticulum-associated amyloid beta-peptide-binding protein; Mitochondrial ribonuclease P protein 2; Mitochondrial RNase P protein 2; Type II HADH; EC 1.1.1.35; EC 1.1.1.51; EC 1.1.1.178						metacyc::MONOMER-13092	323.9	61.0	0.992481203007519
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	4-hydroxybenzoate	pcaB	0	1_2796						184.9	curated2:Q59092	30.8	0.909090909090909	0	3-carboxy-cis,cis-muconate cycloisomerase; EC 5.5.1.2; 3-carboxymuconate lactonizing enzyme; CMLE						BRENDA::P12047,CharProtDB::CH_001998,SwissProt::P12047	604.7	69.1	0.997679814385151
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	4-hydroxybenzoate	pcaC	0	1_2392						64.7	BRENDA::Q6SJA7	36.6	0.779661016949153	0	4-carboxymuconolactone decarboxylase (EC 4.1.1.44)									
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	4-hydroxybenzoate	pcaC	0	1_2634						60.5	curated2:P20370	35.0	0.746268656716418	0	4-carboxymuconolactone decarboxylase; CMD; EC 4.1.1.44									
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	4-hydroxybenzoate	praB	0	1_2594						216.1	SwissProt::Q9H2A2,BRENDA::Q9H2A2	30.3	0.909650924024641	0	2-aminomuconic semialdehyde dehydrogenase; Aldehyde dehydrogenase 12; Aldehyde dehydrogenase family 8 member A1; EC 1.2.1.32;; aldehyde dehydrogenase (NAD+) (EC 1.2.1.3)						BRENDA::A0A0J9X1M8	521.9	56.2	0.993548387096774
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	4-hydroxybenzoate	praB	0	1_42						133.7	SwissProt::P23105,metacyc::MONOMER-3402	30.3	0.718106995884774	0	2-hydroxymuconic semialdehyde dehydrogenase; HMSD; EC 1.2.1.85;; 2-hydroxymuconate semialdehyde dehydrogenase subunit (EC 1.2.1.85)						SwissProt::O86447,CharProtDB::CH_014094	322.4	38.7	0.918918918918919
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	4-hydroxybenzoate	praC	2	1_1472						76.6	BRENDA::Q6GH41	59.0	1	2	2-hydroxymuconate tautomerase (EC 5.3.2.6)									
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	4-hydroxybenzoate	pta	2	1_622						412.1	metacyc::MONOMER-13062	64.0	0.990853658536585	2	phosphotransacetylase (EC 2.3.1.8)	399.1	TIGR00651	1	2	pta: phosphate acetyltransferase (EC 2.3.1.8)				
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	D-alanine	AZOBR_RS08235	1	1_2508						236.5	reanno::azobra:AZOBR_RS08235	43.9	1	1	L-proline and D-alanine ABC transporter, permease component 1						TCDB::Q8DQI0	402.1	68.2	1
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	D-alanine	AZOBR_RS08245	1	1_2506						203.4	uniprot:G8ALJ0	44.1	0.887755102040816	1	SubName: Full=Leucine/isoleucine/valine ABC transporter,ATPase component {ECO:0000313|EMBL:CCC98102.1}; EC=3.6.3.- {ECO:0000313|EMBL:CCC98102.1};						TCDB::Q8DQH8	298.1	61.4	0.984251968503937
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	D-alanine	AZOBR_RS08245	0	1_540						117.1	uniprot:G8ALJ0	32.3	0.897959183673469	0	SubName: Full=Leucine/isoleucine/valine ABC transporter,ATPase component {ECO:0000313|EMBL:CCC98102.1}; EC=3.6.3.- {ECO:0000313|EMBL:CCC98102.1};						CharProtDB::CH_000959,SwissProt::P16677,TCDB::P16677,ecocyc::PHNC-MONOMER,metacyc::PHNC-MONOMER	197.6	44.0	0.946564885496183
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	D-alanine	AZOBR_RS08245	0	1_1496						92.0	uniprot:G8ALJ0	30.5	0.799319727891156	0	SubName: Full=Leucine/isoleucine/valine ABC transporter,ATPase component {ECO:0000313|EMBL:CCC98102.1}; EC=3.6.3.- {ECO:0000313|EMBL:CCC98102.1};						TCDB::Q8K8K8	327.4	49.4	0.994350282485876
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	D-alanine	AZOBR_RS08250	1	1_2505						238.0	uniprot:G8ALJ1	54.9	0.991525423728814	1	SubName: Full=Leucine//isoleucine/valine ABC transporter,ATPase component {ECO:0000313|EMBL:CCC98103.1}; EC=3.6.3.- {ECO:0000313|EMBL:CCC98103.1};						TCDB::Q8DQH7	307.4	65.8	0.991525423728814
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	D-alanine	AZOBR_RS08250	0	1_2398						95.9	uniprot:G8ALJ1	32.4	0.758474576271186	0	SubName: Full=Leucine//isoleucine/valine ABC transporter,ATPase component {ECO:0000313|EMBL:CCC98103.1}; EC=3.6.3.- {ECO:0000313|EMBL:CCC98103.1};						SwissProt::P9WQK1	174.9	41.3	0.879032258064516
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	D-alanine	AZOBR_RS08250	0	1_2146						93.6	uniprot:G8ALJ1	31.0	0.843220338983051	0	SubName: Full=Leucine//isoleucine/valine ABC transporter,ATPase component {ECO:0000313|EMBL:CCC98103.1}; EC=3.6.3.- {ECO:0000313|EMBL:CCC98103.1};						SwissProt::Q55107,TCDB::Q55107	110.2	33.8	0.319758672699849
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	D-alanine	Pf6N2E2_5403	0	1_1795						102.8	reanno::pseudo6_N2E2:Pf6N2E2_5403	30.7	0.562666666666667	0	ABC transporter for D-Alanine, permease component 2						TCDB::Q8YSA2	228.8	30.8	0.976047904191617
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	D-alanine	Pf6N2E2_5404	0	1_1966						128.3	reanno::pseudo6_N2E2:Pf6N2E2_5404	36.4	0.561643835616438	0	ABC transporter for D-Alanine, permease component 1						TCDB::P73544	162.5	37.9	0.40377358490566
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	D-alanine	Pf6N2E2_5404	0	1_685						121.7	reanno::pseudo6_N2E2:Pf6N2E2_5404	30.4	0.575342465753425	0	ABC transporter for D-Alanine, permease component 1						SwissProt::O34671	219.2	52.9	0.962962962962963
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	D-alanine	Pf6N2E2_5405	1	1_683						261.9	reanno::pseudo6_N2E2:Pf6N2E2_5405	54.3	0.948818897637795	1	ABC transporter for D-Alanine, ATPase component						SwissProt::O34677	298.5	60.7	1
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	D-alanine	Pf6N2E2_5405	1	1_618						255.0	reanno::pseudo6_N2E2:Pf6N2E2_5405	53.8	0.94488188976378	1	ABC transporter for D-Alanine, ATPase component						TCDB::Q9CES4	335.1	66.3	0.983805668016194
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	D-alanine	Pf6N2E2_5405	1	1_1794						249.2	reanno::pseudo6_N2E2:Pf6N2E2_5405	53.5	0.94488188976378	1	ABC transporter for D-Alanine, ATPase component						TCDB::Q9CES4	291.6	62.9	0.967611336032389
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	D-alanine	Pf6N2E2_5405	1	1_2692						199.5	reanno::pseudo6_N2E2:Pf6N2E2_5405	44.4	0.940944881889764	1	ABC transporter for D-Alanine, ATPase component						TCDB::P39456	244.2	51.2	0.97165991902834
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	D-alanine	cycA	2	1_101						410.2	reanno::WCS417:GFF1065	45.7	0.927966101694915	2	L-alanine and D-alanine permease						TCDB::P0AAE2	399.8	43.8	0.975929978118162
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	D-alanine	cycA	2	1_1554						402.9	SwissProt::A0A0H2VDI7	46.4	0.931914893617021	2	D-serine/D-alanine/glycine transporter						TCDB::P37460	384.4	45.8	0.967105263157895
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	D-alanine	cycA	2	1_1908						399.4	SwissProt::A0A0H2VDI7	45.0	0.951063829787234	2	D-serine/D-alanine/glycine transporter						TCDB::P24207,ecocyc::PHEP-MONOMER,metacyc::PHEP-MONOMER	376.7	41.5	0.962882096069869
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	D-alanine	cycA	1	1_2852						438.0	TCDB::F2HQ24	47.7	0.954048140043764	1	Serine transporter, SerP2 or YdgB, of 459 aas and 12 TMSs (Trip et al. 2013). Transports L-alanine (Km = 20 &mu;M), D-alanine (Km = 38 &mu;M), L-serine, D-serine (Km = 356 &mu;M) and glycine (Noens and Lolkema 2015). The encoding gene is adjacent to the one encoding SerP1 (TC# 2.A.3.1.21)						TCDB::F2HQ25	433.7	46.9	0.9760348583878
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	D-alanine	cycA	0	1_1047						316.2	reanno::WCS417:GFF1065	37.0	0.930084745762712	0	L-alanine and D-alanine permease						TCDB::Q47689,ecocyc::B0260-MONOMER,metacyc::B0260-MONOMER	558.1	60.4	0.952890792291221
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	D-lactate	D-LDH	2	1_1745						661.0	BRENDA::C0LJH4,metacyc::MONOMER-8683	100.0	1	2	D-lactate dehydrogenase (EC 1.1.1.28);; D-lactate dehydrogenase subunit (EC 1.1.1.28)						CharProtDB::CH_107420,metacyc::G12WB-500-MONOMER	290.4	45.3	1
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	D-lactate	D-LDH	2	1_680						385.6	BRENDA::A0A0M3KL04	62.8	0.973134328358209	2	D-lactate dehydrogenase (EC 1.1.1.28)						CharProtDB::CH_107420,metacyc::G12WB-500-MONOMER	262.7	41.5	0.990963855421687
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	D-lactate	D-LDH	0	1_244						220.7	BRENDA::Q9YEU4	31.7	0.961945031712474	0	D-lactate dehydrogenase (EC 1.1.1.28); D-lactate dehydrogenase (acceptor) (EC 1.1.99.6)						BRENDA::H6LBS1	231.1	32.1	0.94206008583691
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	D-lactate	D-LDH	0	1_602						140.6	BRENDA::A0A0M3KL04	35.7	0.794029850746269	0	D-lactate dehydrogenase (EC 1.1.1.28)						SwissProt::Q9C4M5,BRENDA::Q9C4M5	257.3	43.2	0.972809667673716
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	D-lactate	PGA1_c12640	0	1_2506						151.8	reanno::Phaeo:GFF1248	36.0	0.9800796812749	0	D-lactate transporter, ATP-binding component						TCDB::Q8DQH8	298.1	61.4	0.984251968503937
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	D-lactate	PGA1_c12640	0	1_2006						130.2	reanno::Phaeo:GFF1248	32.9	0.920318725099602	0	D-lactate transporter, ATP-binding component						SwissProt::O32169,TCDB::O32169	386.0	55.6	0.997067448680352
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	D-lactate	glcD	0	1_244						222.2	reanno::Smeli:SMc00832	31.7	0.943632567849687	0	D-lactate oxidase, FAD-linked subunit (EC 1.1.3.15)						BRENDA::H6LBS1	231.1	32.1	0.94206008583691
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	D-lactate	larD	2	1_91						485.3	SwissProt::F9UST3,TCDB::C6VJ63	100.0	1	2	D/L-lactic acid transporter; Lactate racemization operon protein LarD; Lactic acid channel;; GlpF1; transports water, dihydroxyacetone and glycerol as well as D,L-lactic acid						SwissProt::F9UTW9,TCDB::D7V8E7	185.7	41.0	0.9375
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	D-lactate	larD	2	1_937						483.8	SwissProt::F9UMX3	100.0	1	2	Glycerol uptake facilitator protein 4; D/L-lactic acid transporter; Lactic acid channel						SwissProt::F9UTW9,TCDB::D7V8E7	186.8	41.2	0.954166666666667
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	D-lactate	larD	1	1_320						186.8	SwissProt::F9UMX3	41.2	0.96218487394958	1	Glycerol uptake facilitator protein 4; D/L-lactic acid transporter; Lactic acid channel						SwissProt::F9UTW9,TCDB::D7V8E7	487.3	100.0	1
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	D-lactate	larD	0	1_143						152.5	SwissProt::F9UMX3	37.7	0.953781512605042	0	Glycerol uptake facilitator protein 4; D/L-lactic acid transporter; Lactic acid channel						SwissProt::F9USY3,TCDB::D7V7W8	483.8	100.0	1
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	D-lactate	lctD	1	1_244						231.5	BRENDA::H6LBS1	33.1	0.946351931330472	1	lactate dehydrogenase (NAD+, ferredoxin) (subunit 1/3) (EC 1.3.1.110)						reanno::Smeli:SMc00832	222.2	31.7	0.943632567849687
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	D-lactate	lctP	1	1_1558						355.9	uniprot:L0GFN1	37.2	0.976950354609929	1	RecName: Full=L-lactate permease {ECO:0000256|RuleBase:RU365092};									
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	D-serine	cycA	2	1_1554						402.9	SwissProt::A0A0H2VDI7	46.4	0.931914893617021	2	D-serine/D-alanine/glycine transporter						TCDB::P37460	384.4	45.8	0.967105263157895
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	D-serine	cycA	2	1_1908						399.4	SwissProt::A0A0H2VDI7	45.0	0.951063829787234	2	D-serine/D-alanine/glycine transporter						reanno::WCS417:GFF1065	387.9	43.3	0.951271186440678
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	D-serine	cycA	1	1_2852						438.0	TCDB::F2HQ24	47.7	0.954048140043764	1	Serine transporter, SerP2 or YdgB, of 459 aas and 12 TMSs (Trip et al. 2013). Transports L-alanine (Km = 20 &mu;M), D-alanine (Km = 38 &mu;M), L-serine, D-serine (Km = 356 &mu;M) and glycine (Noens and Lolkema 2015). The encoding gene is adjacent to the one encoding SerP1 (TC# 2.A.3.1.21)						TCDB::F2HQ25	433.7	46.9	0.9760348583878
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	D-serine	cycA	0	1_101						324.3	SwissProt::P0AAE0,TCDB::P0AAE0,ecocyc::CYCA-MONOMER,metacyc::CYCA-MONOMER	36.7	0.948936170212766	0	D-serine/D-alanine/glycine transporter;; D-Serine/D-alanine/glycine/D-cycloserine:H+ symporter;; D-serine/alanine/glycine/:H<sup>+</sup>symporter;; D-serine/alanine/glycine/:H<sup>+</sup>symporter						reanno::WCS417:GFF1065	410.2	45.7	0.927966101694915
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	D-serine	dsdA	2	1_2330						424.9	BRENDA::Q4A041	51.2	0.976905311778291	2	D-Serine ammonia-lyase (EC 4.3.1.18)	510.4	TIGR02035	0.990719257540603	2	dsdA: D-serine ammonia-lyase (EC 4.3.1.18)				
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	D-serine	dsdX	0	1_1010						270.0	SwissProt::P08555,TCDB::P08555,ecocyc::DSDX-MONOMER	35.2	0.98876404494382	0	D-serine transporter DsdX;; The D-serine transporter, DsdX (KM=60&micro;M) (may also transport D-threonine which inhibits D-serine uptake) (Anfora and Welch, 2006). Eliminating the dsdX gene renders the cell more sensitive to chloramphenicol;; D-serine transporter						TCDB::P12012	501.5	55.4	0.997767857142857
local__a63ec402d1dd265698c42e7d855c386c	local	a63ec402d1dd265698c42e7d855c386c	L-lactate	L-LDH	2	1_438						625.2	CharProtDB::CH_090731	100.0	1	2	L-lactate dehydrogenase 1; EC 1.1.1.27	431.7	TIGR01771	1	2	L-lactate dehydrogenase (EC 1.1.1.27)				
